"Minnesota Population Projections by Age and Gender, 2017-2065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minnesota State Demographic Center, December 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megan Dayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reissue of August 2015 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Sex,Age,2013**,2014**,2015**,2016**,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
27,Male,31,38735,38514,37748,39176,38559,38415,38513,38157,38278,38703,40034,38624,39818,38180,38640,38654,38476,38440,39740,39370,38767,39614,40476,40279,40430,41204,40635,39924,39885,40131,40420,40348,40117,40456,40721,40911,41063,41171,41272,41362,41456,41561,41671,41800,41931,42073,42231,42396,42565,42735,42906,43068,43219,43367,43505,43634,43753,43845
27,Male,32,38280,38932,38699,37966,39500,38747,38599,38694,38333,38458,38886,40223,38810,40005,38361,38821,38834,38654,38624,39938,39572,38972,39823,40689,40490,40650,41440,40877,40161,40122,40371,40661,40591,40351,40698,40970,41168,41329,41440,41543,41636,41733,41837,41950,42081,42215,42359,42521,42689,42860,43033,43205,43370,43524,43675,43815,43946,44068
27,Male,33,39053,38391,39043,38909,38203,39577,38821,38671,38764,38402,38529,38957,40297,38884,40077,38431,38891,38903,38730,38706,40029,39670,39067,39920,40788,40599,40770,41572,41007,40290,40254,40506,40800,40734,40489,40844,41124,41331,41495,41608,41715,41811,41907,42014,42129,42264,42400,42547,42712,42882,43056,43232,43407,43575,43732,43885,44028,44161
27,Male,34,36469,39110,38503,39085,39154,38340,39716,38955,38801,38893,38526,38657,39086,40432,39017,40209,38559,39020,39038,38869,38852,40188,39826,39221,40076,40958,40778,40960,41766,41198,40479,40447,40703,41001,40939,40689,41053,41342,41551,41718,41835,41944,42039,42139,42247,42366,42503,42642,42791,42958,43132,43309,43487,43665,43835,43995,44150,44295
27,Male,35,34888,36512,39164,38550,39385,39197,38379,39757,38994,38838,38928,38560,38693,39122,40469,39054,40245,38594,39063,39087,38925,38914,40251,39889,39282,40149,41043,40873,41056,41864,41298,40581,40552,40814,41118,41061,40805,41177,41469,41681,41851,41971,42080,42177,42280,42391,42513,42653,42793,42946,43116,43292,43471,43652,43833,44006,44168,44327
27,Male,36,33867,34846,36509,39128,38711,39370,39181,38363,39739,38976,38820,38909,38540,38673,39103,40450,39036,40225,38583,39057,39088,38933,38922,40260,39898,39301,40178,41083,40914,41097,41909,41346,40635,40610,40878,41189,41139,40880,41256,41551,41766,41938,42058,42169,42270,42374,42490,42614,42757,42900,43056,43227,43407,43588,43772,43955,44132,44296
27,Male,37,32574,33899,34841,36602,39297,38782,39441,39251,38430,39807,39041,38882,38969,38599,38735,39164,40514,39100,40294,38658,39139,39177,39020,39009,40350,39997,39408,40298,41205,41036,41222,42040,41481,40771,40752,41028,41344,41301,41032,41411,41708,41927,42100,42223,42336,42439,42547,42664,42791,42936,43082,43240,43415,43597,43781,43967,44154,44332
27,Male,38,33153,32549,33863,34894,36662,39252,38736,39395,39205,38384,39758,38993,38834,38920,38549,38685,39114,40463,39059,40258,38631,39118,39155,38999,38987,40338,39996,39417,40307,41216,41050,41240,42064,41509,40806,40793,41077,41401,41359,41079,41461,41760,41980,42155,42280,42396,42502,42613,42733,42862,43010,43158,43320,43497,43681,43868,44056,44246
27,Male,39,31307,33133,32485,33848,35105,36723,39317,38800,39459,39267,38444,39819,39051,38889,38973,38599,38739,39167,40527,39130,40334,38712,39199,39235,39078,39077,40441,40107,39527,40420,41334,41171,41366,42197,41647,40948,40942,41234,41558,41516,41227,41612,41910,42132,42311,42438,42557,42665,42779,42901,43032,43183,43334,43498,43677,43863,44053,44244
27,Male,40,31552,31266,33093,32461,33951,35101,36719,39312,38794,39452,39260,38436,39810,39040,38876,38960,38584,38725,39162,40528,39140,40349,38727,39215,39250,39103,39111,40487,40153,39572,40469,41388,41229,41430,42269,41725,41033,41034,41328,41654,41612,41314,41699,42001,42226,42407,42537,42659,42769,42885,43010,43143,43297,43451,43617,43798,43987,44179
27,Male,41,32726,31476,31164,32983,32548,33894,35042,36657,39246,38729,39385,39193,38369,39740,38972,38808,38889,38514,38662,39105,40477,39099,40305,38686,39173,39219,39081,39100,40476,40143,39565,40466,41389,41236,41443,42289,41753,41069,41073,41369,41696,41656,41345,41731,42036,42263,42447,42579,42704,42817,42935,43062,43199,43355,43511,43680,43864,44055
27,Male,42,35896,32689,31353,31101,32950,32472,33816,34961,36572,39155,38638,39292,39101,38278,39645,38879,38714,38795,38426,38583,39032,40409,39035,40237,38622,39119,39173,39046,39065,40441,40111,39537,40442,41370,41224,41439,42293,41765,41082,41088,41387,41716,41673,41353,41741,42049,42278,42464,42599,42726,42842,42962,43092,43231,43390,43549,43720,43905
27,Male,43,36504,35830,32638,31329,31206,32949,32471,33814,34959,36570,39151,38634,39287,39096,38271,39637,38869,38702,38789,38425,38591,39047,40426,39054,40253,38649,39155,39218,39092,39112,40491,40165,39595,40505,41442,41302,41525,42388,41861,41179,41187,41487,41814,41772,41443,41833,42144,42376,42564,42702,42832,42950,43073,43204,43347,43507,43669,43842
27,Male,44,35233,36425,35720,32534,31416,31135,32874,32397,33737,34879,36486,39061,38545,39196,39004,38181,39543,38777,38617,38709,38352,38526,38981,40359,38991,40196,38606,39121,39185,39059,39082,40464,40142,39578,40495,41438,41307,41537,42403,41879,41199,41209,41509,41836,41796,41453,41847,42159,42394,42585,42724,42857,42977,43103,43237,43381,43544,43707
27,Male,45,34135,35138,36365,35608,32557,31301,31020,32753,32278,33613,34751,36352,38918,38403,39051,38860,38040,39397,38640,38487,38585,38236,38410,38865,40238,38886,40097,38523,39037,39101,38979,39005,40389,40074,39517,40440,41389,41267,41500,42368,41847,41170,41179,41481,41809,41770,41411,41806,42121,42358,42551,42692,42828,42951,43079,43215,43361,43526
27,Male,46,34397,34149,35072,36271,35777,32534,31279,30998,32730,32254,33589,34725,36325,38888,38373,39019,38827,38006,39368,38617,38469,38572,38220,38398,38852,40237,38899,40116,38543,39057,39123,39004,39034,40425,40115,39563,40496,41453,41333,41568,42440,41919,41240,41251,41554,41882,41845,41468,41865,42182,42421,42616,42760,42898,43022,43152,43291,43438
27,Male,47,35474,34226,33986,34945,36280,35642,32411,31160,30881,32605,32131,33461,34593,36185,38739,38225,38869,38677,37866,39229,38488,38346,38447,38096,38274,38738,40130,38807,40019,38453,38967,39037,38922,38958,40352,40050,39507,40446,41404,41287,41524,42397,41877,41201,41213,41517,41846,41810,41414,41812,42131,42372,42569,42715,42855,42981,43113,43254
27,Male,48,38013,35443,34254,33934,34890,36174,35538,32316,31070,30791,32510,32037,33362,34491,36079,38624,38111,38753,38567,37764,39130,38397,38253,38352,38001,38191,38664,40065,38747,39955,38396,38912,38986,38876,38916,40317,40022,39488,40428,41388,41273,41512,42382,41866,41192,41205,41511,41840,41804,41806,42210,42534,42779,42981,43130,43274,43403,43538
27,Male,49,39469,37768,35179,34066,33713,34707,35985,35352,32147,30907,30629,32340,31869,33187,34310,35889,38421,37911,38557,38379,37587,38953,38223,38079,38177,37838,38038,38520,39917,38607,39811,38262,38782,38860,38757,38805,40209,39924,39392,40334,41294,41181,41420,42291,41778,41108,41124,41431,41761,41727,41708,42114,42439,42686,42890,43041,43186,43318
27,Male,50,40300,39252,37580,35039,33949,33587,34577,35850,35219,32027,30791,30515,32219,31749,33062,34181,35754,38276,37775,38425,38255,37472,38832,38105,37960,38067,37737,37949,38431,39826,38524,39726,38187,38711,38794,38698,38753,40164,39881,39352,40294,41256,41143,41384,42257,41747,41079,41096,41405,41736,41703,41661,42067,42395,42643,42848,43003,43149
27,Male,51,40036,39978,38932,37345,34833,33740,33380,34364,35629,35002,31830,30603,30327,32021,31555,32859,33971,35534,38048,37558,38211,38049,37270,38623,37899,37765,37880,37561,37775,38256,39648,38357,39557,38032,38558,38648,38561,38624,40032,39753,39229,40171,41128,41018,41261,42134,41628,40965,40984,41294,41625,41593,41521,41928,42256,42506,42713,42869
27,Male,52,41660,39825,39793,38674,37360,34676,33589,33230,34210,35470,34845,31687,30465,30192,31878,31413,32712,33819,35382,37892,37410,38068,37906,37128,38475,37764,37639,37762,37443,37659,38141,39534,38254,39453,37940,38471,38567,38487,38552,39960,39685,39163,40102,41061,40952,41197,42071,41567,40908,40928,41239,41569,41539,41433,41841,42170,42422,42630
27,Male,53,41744,41373,39541,39563,38704,37157,34487,33406,33049,34024,35276,34655,31514,30300,30028,31705,31243,32535,33642,35203,37707,37234,37889,37727,36953,38303,37605,37488,37610,37292,37512,37996,39391,38123,39321,37821,38358,38461,38383,38451,39857,39584,39064,40002,40961,40855,41101,41975,41474,40818,40840,41153,41482,41453,41308,41717,42046,42300
27,Male,54,39962,41468,41069,39249,39578,38533,36993,34335,33258,32903,33873,35120,34502,31375,30166,29895,31565,31105,32398,33507,35068,37569,37097,37749,37587,36825,38180,37492,37374,37494,37177,37404,37891,39288,38033,39230,37744,38287,38390,38314,38383,39790,39516,38998,39936,40895,40791,41040,41914,41415,40762,40786,41099,41426,41398,41625,42039,42372
27,Male,55,39484,39768,41219,40830,39185,39291,38252,36724,34086,33017,32664,33627,34865,34251,31147,29947,29679,31337,30886,32176,33284,34841,37327,36858,37505,37354,36606,37963,37279,37161,37282,36970,37202,37692,39089,37850,39046,37576,38119,38223,38150,38221,39621,39351,38837,39774,40731,40630,40879,41752,41258,40610,40635,40948,41275,41247,41436,41850
27,Male,56,38845,39208,39376,40893,40766,38880,38985,37954,36437,33819,32759,32409,33364,34593,33984,30904,29713,29448,31099,30659,31945,33052,34599,37067,36601,37254,37114,36380,37729,37050,36934,37057,36750,36988,37482,38879,37657,38852,37394,37935,38041,37971,38041,39437,39170,38661,39595,40551,40452,40703,41574,41085,40441,40467,40781,41108,41081,41227
27,Male,57,37454,38489,38868,38991,40749,40461,38589,38693,37669,36164,33565,32513,32165,33113,34333,33729,30672,29490,29233,30879,30448,31733,32831,34369,36820,36367,37026,36897,36167,37508,36835,36722,36847,36545,36790,37289,38689,37482,38670,37224,37763,37871,37800,37872,39264,39001,38495,39428,40381,40285,40538,41406,40922,40282,40310,40624,40948,40922
27,Male,58,36827,37145,38042,38500,38831,40385,40100,38244,38347,37331,35839,33264,32222,31876,32816,34026,33427,30397,29232,28983,30622,30202,31476,32566,34091,36533,36094,36757,36629,35905,37238,36573,36464,36592,36297,36550,37053,38453,37258,38440,37005,37544,37649,37580,37654,39040,38781,38281,39210,40161,40067,40321,41186,40705,40072,40102,40415,40738
27,Male,59,35352,36383,36681,37637,38110,38458,39997,39714,37876,37977,36972,35494,32943,31911,31568,32499,33698,33105,30110,28962,28722,30352,29936,31201,32283,33804,36236,35809,36467,36341,35624,36949,36294,36189,36320,36033,36294,36800,38195,37014,38185,36766,37299,37405,37339,37414,38794,38538,38043,38968,39915,39823,40077,40940,40464,39836,39867,40180
27,Male,60,34016,34970,36002,36311,37513,37736,38081,39605,39325,37504,37604,36607,35145,32619,31598,31258,32179,33366,32785,29826,28695,28464,30080,29669,30922,32005,33522,35944,35521,36175,36051,35343,36661,36015,35915,36050,35770,36040,36545,37934,36766,37928,36519,37050,37156,37093,37170,38543,38290,37800,38722,39664,39575,39829,40687,40217,39595,39627
27,Male,61,32845,33612,34441,35475,36054,37100,37320,37662,39169,38892,37090,37189,36203,34756,32258,31248,30911,31822,33003,32436,29514,28401,28173,29774,29369,30619,31701,33213,35614,35195,35845,35726,35028,36340,35703,35610,35750,35479,35751,36255,37636,36483,37631,36238,36766,36874,36812,36891,38256,38008,37522,38439,39377,39290,39545,40398,39933,39317
27,Male,62,31368,32415,33086,33933,35363,35641,36674,36891,37229,38718,38444,36663,36760,35785,34355,31884,30888,30553,31460,32635,32081,29197,28097,27873,29457,29065,30312,31395,32892,35271,34858,35505,35392,34704,36009,35385,35298,35441,35174,35449,35951,37325,36183,37320,35943,36469,36575,36517,36597,37953,37709,37229,38141,39074,38988,39243,40092,39633
27,Male,63,29818,30895,31918,32583,33750,34908,35183,36202,36415,36748,38219,37948,36189,36284,35321,33910,31471,30488,30163,31066,32233,31691,28843,27757,27537,29111,28734,29977,31049,32531,34886,34482,35125,35018,34343,35640,35028,34948,35090,34825,35103,35603,36964,35838,36962,35602,36125,36232,36176,36256,37602,37361,36887,37793,38719,38636,38891,39733
27,Male,64,28294,29332,30349,31283,32313,33260,34400,34670,35674,35883,36211,37660,37393,35659,35753,34803,33412,31009,30047,29733,30628,31786,31253,28444,27375,27167,28730,28367,29596,30657,32123,34453,34057,34698,34596,33935,35224,34625,34545,34687,34426,34705,35199,36548,35440,36550,35210,35727,35834,35780,35861,37195,36959,36491,37390,38307,38227,38480
27,Male,65,27140,27782,28796,29803,31223,31882,32815,33939,34205,35194,35399,35724,37153,36889,35177,35270,34332,32960,30596,29652,29349,30238,31383,30857,28085,27038,26842,28395,28039,29255,30309,31762,34070,33683,34321,34227,33579,34859,34268,34188,34328,34069,34348,34839,36179,35087,36183,34861,35374,35480,35428,35510,36832,36599,36138,37029,37939,37861
27,Male,66,28119,26566,27228,28236,29695,30736,31383,32301,33406,33667,34639,34840,35161,36567,36307,34621,34712,33788,32445,30123,29201,28907,29784,30913,30395,27673,26650,26467,28000,27652,28855,29899,31339,33621,33244,33880,33795,33161,34427,33844,33766,33904,33647,33927,34414,35741,34667,35749,34446,34954,35061,35011,35093,36402,36174,35719,36601,37503
27,Male,67,20238,27575,25994,26700,28098,29218,30242,30878,31779,32866,33122,34078,34274,34590,35973,35718,34058,34147,33244,31929,29650,28749,28460,29323,30437,29935,27264,26266,26086,27600,27261,28452,29487,30913,33169,32803,33436,33359,32733,33982,33407,33329,33462,33206,33489,33972,35285,34230,35294,34012,34514,34620,34572,34653,35947,35724,35275,36148
27,Male,68,20130,19800,27041,25413,26551,27626,28726,29731,30355,31241,32308,32559,33497,33689,33999,35359,35108,33475,33569,32687,31401,29165,28281,27996,28846,29951,29468,26847,25866,25692,27187,26858,28037,29064,30474,32704,32348,32979,32902,32284,33515,32947,32866,32994,32740,33025,33503,34801,33767,34811,33551,34045,34149,34102,34183,35460,35240,34798
27,Male,69,19627,19732,19379,26464,25546,26087,27141,28222,29208,29821,30689,31737,31983,32903,33091,33396,34731,34484,32886,32985,32124,30867,28669,27801,27521,28366,29463,28997,26419,25456,25289,26765,26447,27614,28633,30029,32232,31887,32509,32432,31822,33035,32471,32388,32512,32259,32548,33020,34302,33289,34312,33075,33562,33663,33618,33697,34957,34741
27,Male,70,20131,19200,19272,18905,26133,25033,25561,26593,27651,28616,29215,30065,31090,31330,32229,32412,32712,34019,33784,32224,32328,31489,30258,28103,27254,26988,27825,28912,28456,25928,24987,24828,26282,25976,27129,28139,29517,31689,31350,31962,31887,31287,32476,31921,31837,31957,31708,31997,32463,33726,32736,33736,32524,33003,33101,33058,33137,34377
27,Male,71,17308,19697,18754,18846,18776,25671,24589,25107,26120,27158,28105,28692,29527,30532,30767,31650,31828,32122,33413,33189,31661,31770,30946,29737,27620,26794,26540,27372,28444,27997,25513,24591,24440,25877,25583,26729,27729,29091,31231,30895,31498,31422,30826,31994,31445,31357,31471,31221,31513,31973,33220,32252,33228,32038,32507,32603,32559,32637
27,Male,72,15790,16855,19179,18238,18488,18317,25042,23986,24490,25475,26487,27410,27981,28793,29772,30001,30860,31031,31326,32590,32379,30894,31001,30196,29017,26960,26163,25923,26737,27788,27354,24931,24037,23895,25307,25027,26156,27140,28472,30567,30239,30828,30751,30165,31306,30767,30678,30785,30538,30830,31281,32504,31563,32510,31350,31809,31900,31858
27,Male,73,14887,15400,16424,18703,17894,18029,17862,24418,23388,23877,24837,25822,26720,27276,28066,29018,29241,30076,30248,30543,31782,31582,30133,30238,29452,28312,26312,25545,25311,26108,27138,26719,24357,23489,23359,24746,24483,25592,26554,27857,29907,29585,30156,30078,29502,30615,30085,29992,30091,29845,30138,30579,31778,30864,31780,30651,31097,31183
27,Male,74,14130,14367,14914,15863,18246,17384,17515,17352,23719,22718,23190,24120,25076,25947,26485,27250,28173,28388,29203,29375,29668,30877,30684,29275,29378,28622,27524,25588,24845,24618,25397,26405,26002,23709,22871,22752,24112,23865,24946,25883,27152,29150,28832,29386,29308,28743,29824,29304,29207,29298,29052,29346,29776,30945,30063,30944,29849,30280
27,Male,75,13299,13684,13931,14434,15494,17662,16827,16954,16794,22955,21986,22440,23338,24262,25102,25622,26360,27250,27464,28256,28426,28717,29888,29702,28337,28446,27722,26667,24793,24076,23859,24618,25602,25217,23000,22195,22088,23416,23181,24231,25141,26372,28308,27997,28534,28455,27903,28948,28440,28339,28422,28178,28470,28887,30024,29176,30018,28961
27,Male,76,12088,12885,13268,13470,14013,15037,17141,16330,16452,16297,22273,21332,21770,22640,23535,24349,24852,25565,26433,26644,27417,27587,27870,29007,28828,27510,27625,26929,25907,24088,23395,23188,23930,24894,24525,22376,21601,21505,22807,22576,23596,24480,25674,27556,27249,27768,27686,27141,28151,27650,27542,27612,27366,27660,28064,29171,28354,29156
27,Male,77,11532,11670,12405,12789,13096,13529,14520,16550,15766,15883,15732,21501,20590,21011,21849,22711,23494,23977,24669,25510,25718,26468,26630,26905,28004,27840,26575,26695,26023,25038,23282,22618,22421,23145,24085,23735,21663,20920,20836,22097,21869,22855,23707,24860,26680,26378,26876,26791,26257,27227,26734,26619,26676,26430,26723,27112,28184,27404
27,Male,78,10881,11102,11231,11933,12289,12610,13028,13980,15937,15182,15292,15146,20696,19819,20222,21025,21853,22605,23073,23742,24554,24759,25480,25634,25901,26967,26818,25606,25724,25077,24132,22443,21809,21624,22327,23243,22914,20920,20216,20131,21347,21122,22071,22891,24000,25754,25459,25933,25845,25323,26250,25768,25645,25689,25443,25734,26107,27140
27,Male,79,9973,10410,10626,10755,11496,11835,12144,12548,13464,15349,14623,14730,14591,19942,19085,19470,20241,21037,21764,22217,22864,23649,23847,24539,24686,24953,25988,25854,24686,24802,24180,23272,21648,21043,20869,21554,22448,22153,20224,19539,19451,20623,20399,21312,22100,23166,24855,24563,25014,24921,24408,25292,24818,24685,24714,24466,24757,25112
27,Male,80,9429,9412,9829,10058,10319,10903,11225,11518,11903,12769,14558,13871,13973,13843,18921,18110,18471,19200,19956,20648,21081,21697,22440,22626,23282,23427,23690,24680,24556,23446,23560,22972,22116,20576,20010,19850,20509,21372,21090,19251,18595,18507,19618,19400,20266,21013,22022,23624,23341,23764,23669,23173,24004,23546,23408,23424,23177,23464
27,Male,81,8992,8960,8960,9330,9597,9829,10385,10693,10972,11339,12164,13869,13215,13314,13191,18034,17262,17612,18315,19022,19683,20098,20684,21391,21569,22199,22341,22601,23549,23432,22374,22488,21929,21118,19653,19137,18986,19618,20438,20165,18403,17771,17681,18738,18525,19349,20057,21015,22539,22262,22658,22560,22077,22858,22412,22267,22267,22021
27,Male,82,8466,8478,8390,8440,8851,8985,9199,9721,10010,10271,10616,11386,12983,12371,12466,12352,16889,16168,16503,17168,17837,18458,18845,19392,20053,20225,20820,20959,21206,22097,21993,21001,21114,20593,19838,18471,17983,17845,18436,19202,18944,17287,16688,16599,17589,17385,18155,18818,19711,21138,20873,21239,21140,20680,21404,20979,20831,20821
27,Male,83,7896,7967,7929,7880,7956,8296,8421,8621,9111,9381,9626,9952,10672,12169,11597,11686,11581,15837,15167,15488,16119,16753,17339,17705,18223,18853,19021,19563,19693,19951,20789,20690,19762,19867,19381,18670,17385,16922,16793,17347,18062,17816,16253,15686,15597,16524,16327,17049,17666,18501,19835,19579,19917,19817,19376,20045,19639,19486
27,Male,84,7059,7314,7335,7378,7310,7341,7654,7769,7951,8403,8654,8880,9180,9844,11226,10698,10782,10686,14618,14004,14306,14894,15483,16027,16367,16853,17443,17604,18110,18232,18467,19244,19152,18297,18396,17949,17291,16103,15669,15549,16061,16718,16486,15038,14510,14424,15278,15092,15756,16324,17091,18320,18079,18385,18287,17873,18483,18100
27,Male,85,7017,7170,7369,7544,7165,7078,7104,7404,7515,7689,8127,8371,8589,8881,9521,10860,10350,10433,10343,14156,13565,13866,14440,15015,15545,15884,16363,16944,17101,17598,17721,17942,18696,18605,17778,17873,17443,16800,15643,15212,15094,15587,16214,15984,14576,14058,13966,14788,14601,15238,15781,16515,17695,17454,17739,17633,17221,17795
27,Male,86,5957,6087,6256,6404,6299,6351,6274,6295,6561,6658,6811,7200,7416,7610,7869,8435,9621,9170,9245,9169,12552,12031,12300,12810,13321,13797,14102,14533,15050,15189,15634,15747,15942,16614,16534,15803,15889,15510,14938,13908,13523,13418,13854,14409,14204,12952,12490,12407,13136,12968,13532,14013,14662,15709,15491,15742,15645,15276
27,Male,87,5410,5527,5681,5815,5854,5853,5897,5825,5842,6087,6176,6317,6678,6879,7059,7300,7825,8926,8510,8582,8513,11658,11175,11428,11904,12386,12833,13122,13525,14008,14139,14557,14665,14843,15469,15394,14717,14797,14443,13907,12947,12582,12482,12885,13397,13203,12037,11602,11521,12194,12033,12554,12996,13593,14559,14351,14577,14480
27,Male,88,4635,4736,4867,4983,5183,5366,5363,5399,5332,5345,5568,5650,5778,6109,6292,6457,6678,7157,8167,7787,7856,7795,10675,10234,10468,10909,11355,11770,12035,12406,12852,12973,13360,13462,13623,14198,14129,13510,13581,13257,12761,11878,11539,11447,11814,12278,12098,11027,10625,10547,11160,11009,11483,11883,12425,13305,13110,13311
27,Male,89,3899,3983,4094,4191,4692,4348,4500,4496,4525,4470,4479,4666,4734,4841,5118,5272,5410,5596,5998,6845,6528,6587,6537,8952,8582,8783,9155,9532,9881,10104,10417,10792,10895,11223,11312,11447,11932,11875,11356,11415,11144,10726,9984,9697,9620,9928,10317,10165,9266,8927,8860,9376,9247,9645,9981,10435,11174,11008
27,Male,90,2856,2918,2999,3070,3463,3808,3528,3650,3646,3669,3624,3632,3782,3838,3924,4148,4274,4385,4537,4863,5552,5296,5344,5303,7263,6965,7130,7435,7742,8026,8207,8463,8769,8854,9123,9197,9308,9703,9658,9236,9284,9064,8723,8120,7886,7823,8074,8390,8266,7534,7258,7204,7622,7517,7841,8114,8482,9082
27,Male,91,2447,2501,2570,2631,3076,3022,3310,3064,3167,3162,3180,3140,3145,3275,3323,3397,3592,3700,3797,3930,4213,4810,4588,4630,4595,6295,6039,6185,6450,6716,6964,7123,7345,7613,7688,7924,7989,8084,8426,8385,8019,8058,7867,7569,7045,6839,6785,7000,7271,7163,6527,6286,6236,6597,6504,6781,7016,7332
27,Male,92,1865,1906,1958,2005,2367,2494,2450,2677,2476,2558,2553,2567,2535,2538,2643,2681,2741,2898,2986,3065,3173,3401,3884,3704,3738,3711,5086,4881,4999,5213,5429,5630,5760,5941,6158,6220,6412,6467,6541,6818,6785,6488,6519,6365,6123,5699,5532,5487,5661,5878,5791,5276,5080,5039,5330,5253,5477,5666
27,Male,93,1366,1396,1434,1468,1621,1825,1909,1876,2046,1892,1954,1949,1960,1935,1937,2017,2046,2091,2211,2279,2340,2424,2597,2966,2829,2855,2835,3887,3730,3821,3985,4151,4305,4405,4545,4712,4760,4908,4950,5007,5219,5193,4966,4989,4871,4686,4361,4232,4198,4331,4498,4430,4036,3886,3854,4076,4017,4188
27,Male,94,1048,1071,1100,1126,1160,1252,1441,1505,1478,1608,1486,1534,1530,1537,1518,1519,1581,1604,1640,1734,1788,1836,1901,2037,2326,2219,2241,2225,3051,2928,2999,3129,3259,3381,3460,3570,3702,3741,3857,3890,3934,4100,4079,3900,3919,3826,3680,3425,3322,3295,3399,3529,3475,3166,3047,3021,3195,3148
27,Male,95,718,734,754,772,979,910,958,1124,1170,1150,1248,1152,1188,1184,1189,1174,1175,1223,1241,1269,1342,1384,1420,1471,1576,1800,1718,1735,1723,2362,2267,2322,2423,2525,2619,2681,2767,2870,2899,2990,3016,3048,3177,3159,3021,3035,2963,2849,2651,2571,2550,2631,2730,2687,2448,2356,2335,2469
27,Male,96,461,471,484,495,603,663,623,633,761,792,778,842,778,802,799,803,793,793,826,838,856,906,934,959,993,1064,1215,1160,1172,1164,1596,1531,1569,1638,1707,1771,1813,1871,1941,1961,2022,2040,2061,2148,2136,2043,2053,2004,1927,1793,1739,1725,1779,1846,1817,1655,1592,1578
27,Male,97,324,331,340,348,366,396,440,410,392,504,527,518,556,513,529,527,529,522,523,544,552,565,597,616,632,655,702,802,766,773,768,1053,1011,1036,1081,1127,1170,1198,1236,1282,1295,1336,1348,1362,1419,1411,1350,1356,1324,1273,1185,1149,1139,1175,1219,1200,1093,1052
27,Male,98,224,229,235,240,286,282,305,336,315,277,386,402,394,424,390,402,400,402,397,397,413,419,429,454,468,480,497,533,609,582,587,583,800,767,787,821,856,889,910,939,974,984,1014,1023,1034,1077,1071,1024,1029,1004,965,898,870,863,890,923,908,827
27,Male,99,151,154,158,162,188,206,204,221,242,229,190,279,289,284,305,280,289,287,289,285,285,297,301,308,325,335,345,357,383,437,417,421,419,574,551,565,590,615,638,653,674,699,706,728,734,742,773,768,735,737,720,692,643,624,618,637,661,650
27,Male,100+,190,191,200,206,292,318,335,346,369,393,402,375,411,436,471,505,511,517,521,523,520,522,525,532,541,557,573,588,610,637,687,706,726,740,843,881,928,983,1028,1065,1102,1142,1186,1215,1250,1276,1298,1331,1350,1341,1342,1329,1303,1257,1219,1189,1175,1178
27,Male,All Ages,2692779,2711278,2727550,2747630,2775277,2794092,2812333,2829948,2846878,2863206,2878967,2894090,2908579,2922502,2935712,2948342,2960263,2971567,2982773,2993989,3004932,3015905,3026243,3035812,3044669,3053818,3063134,3072637,3081652,3090274,3098562,3106713,3114930,3123261,3131790,3140753,3150138,3160010,3169959,3179995,3190121,3200460,3210777,3221297,3231939,3242760,3253641,3264559,3275517,3286963,3298376,3309667,3320849,3331817,3342583,3353496,3364097,3374442
27,Female,0,33882,34326,34195,34073,34454,34483,34456,34414,34377,34345,34318,34294,34283,34270,34260,34259,34261,34252,34258,34271,34289,34317,34339,34358,34371,34387,34389,34380,34350,34305,34256,34210,34170,34131,34105,34091,34080,34077,34075,34074,34075,34075,34070,34068,34061,34057,34052,34046,34037,34030,34018,34007,33992,33975,33957,33934,33910,33885
27,Female,1,33474,34225,34540,34539,34735,34805,34835,34807,34764,34725,34692,34664,34640,34628,34615,34604,34602,34604,34602,34613,34632,34655,34683,34704,34723,34746,34770,34781,34771,34743,34699,34652,34610,34574,34540,34520,34512,34509,34509,34509,34509,34512,34512,34510,34510,34505,34503,34501,34496,34489,34485,34475,34467,34453,34439,34423,34401,34379
27,Female,2,33824,33754,34459,34817,34814,34974,35045,35074,35045,35002,34962,34929,34901,34875,34863,34849,34838,34836,34844,34847,34865,34891,34912,34940,34962,34990,35022,35056,35067,35058,35031,34991,34947,34909,34879,34851,34838,34838,34837,34839,34842,34844,34847,34850,34850,34852,34850,34850,34851,34849,34844,34842,34835,34828,34817,34805,34792,34773
27,Female,3,34592,33972,33917,34747,34751,35003,35163,35234,35263,35234,35190,35150,35117,35087,35061,35050,35034,35023,35027,35041,35051,35074,35100,35122,35150,35182,35219,35259,35294,35306,35300,35276,35240,35201,35169,35144,35124,35118,35119,35121,35126,35131,35134,35139,35144,35147,35152,35153,35155,35158,35158,35156,35157,35152,35148,35139,35130,35118
