"Minnesota Population Projections by Age and Gender, 2017-2065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minnesota State Demographic Center, December 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Megan Dayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reissue of August 2015 dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Sex,Age,2013**,2014**,2015**,2016**,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
27,Total,60,68611,70521,72257,72787,75673,76829,77326,79876,79301,76321,75911,73651,71026,66285,64058,63000,64682,67140,65835,60196,57708,57300,60407,59471,61874,64138,66919,71504,71848,72949,72780,71694,74195,72533,71583,71562,71641,71489,73507,76559,74704,76723,73414,73907,74287,74201,74698,76555,76588,75522,77357,79631,79574,79878,81476,81237,78988,79516
27,Total,61,66631,67904,69594,71357,72504,74993,76138,76631,79157,78587,75632,75226,72985,70384,65685,63479,62429,64096,66546,65266,59688,57233,56831,59914,58988,61391,63658,66438,70991,71333,72431,72271,71200,73694,72053,71121,71111,71202,71061,73071,76113,74279,76278,72997,73490,73872,73790,74289,76139,76177,75120,76949,79216,79162,79469,81062,80828,78594
27,Total,62,63472,65909,67048,68734,71251,71826,74290,75423,75911,78414,77848,74920,74517,72297,69720,65064,62881,61838,63503,65945,64690,59173,56741,56345,59403,58504,60907,63178,65937,70458,70802,71898,71748,70693,73180,71563,70648,70649,70741,70611,72614,75645,73826,75810,72557,73051,73431,73355,73854,75698,75740,74692,76516,78773,78722,79032,80620,80391
27,Total,63,60479,62677,65018,66167,68501,70476,71044,73480,74598,75081,77557,76997,74099,73700,71503,68954,64349,62190,61171,62831,65261,64032,58572,56167,55777,58824,57953,60353,62607,65343,69828,70177,71271,71131,70096,72575,70982,70086,70088,70180,70061,72054,75062,73269,75233,72013,72506,72886,72814,73313,75148,75192,74155,75969,78214,78166,78478,80058
27,Total,64,57468,59635,61746,63990,65708,67643,69590,70150,72554,73656,74133,76578,76024,73161,72767,70595,68079,63532,61414,60419,62071,64487,63274,57879,55504,55139,58170,57328,59706,61942,64654,69100,69453,70545,70417,69404,71871,70308,69419,69423,69515,69407,71380,74368,72601,74544,71363,71853,72232,72163,72661,74484,74532,73507,75309,77538,77494,77806
27,Total,65,55859,56538,58748,60839,63775,64968,66879,68803,69356,71730,72817,73290,75707,75159,72327,71936,69788,67301,62818,60737,59765,61411,63804,62604,57269,54937,54594,57614,56785,59143,61367,64063,68477,68835,69928,69814,68821,71279,69730,68847,68850,68941,68839,70800,73773,72030,73951,70805,71293,71669,71604,72101,73913,73963,72950,74741,76955,76915
27,Total,66,57903,54856,55550,57770,60543,62926,64102,65985,67881,68425,70765,71836,72303,74687,74146,71350,70964,68843,66403,61992,59953,59003,60630,62996,61812,56562,54277,53958,56946,56132,58471,60680,63357,67733,68097,69191,69093,68123,70559,69028,68156,68159,68245,68154,70101,73050,71334,73235,70126,70611,70988,70927,71421,73221,73275,72273,74051,76249
27,Total,67,41944,56957,53913,54569,57410,59702,62051,63208,65063,66931,67466,69771,70824,71286,73635,73102,70343,69962,67883,65491,61152,59154,58218,59824,62161,61011,55848,53611,53299,56256,55460,57781,59976,62633,66970,67342,68435,68351,67392,69801,68287,67422,67418,67500,67422,69353,72276,70591,72463,69396,69877,70250,70191,70682,72466,72522,71532,73294
27,Total,68,41559,41246,56023,52953,54419,56565,58822,61134,62271,64098,65935,66461,68729,69765,70219,72533,72009,69287,68926,66890,64547,60282,58316,57392,58976,61301,60188,55112,52909,52606,55532,54757,57060,59241,61877,66173,66551,67643,67560,66610,68990,67492,66627,66617,66694,66630,68542,71438,69785,71623,68602,69075,69443,69386,69872,71637,71694,70715
27,Total,69,40785,40809,40525,54993,52909,53600,55710,57931,60206,61325,63121,64928,65445,67675,68693,69142,71420,70902,68235,67893,65899,63605,59402,57467,56557,58137,60449,59370,54367,52198,51908,54805,54051,56337,58505,61122,65377,65762,66842,66758,65819,68167,66679,65820,65806,65877,65828,67719,70587,68965,70770,67793,68261,68622,68568,69048,70794,70851
27,Total,70,42146,39992,40031,39756,54352,52001,52676,54747,56929,59161,60259,62021,63794,64300,66489,67485,67928,70165,69671,67061,66739,64790,62536,58404,56505,55627,57198,59496,58437,53515,51390,51114,53977,53249,55514,57669,60260,64467,64848,65915,65832,64905,67214,65746,64894,64876,64944,64907,66776,69609,68022,69791,66865,67325,67680,67629,68104,69827
27,Total,71,36583,41399,39240,39252,39357,53584,51265,51929,53968,56117,58316,59396,61132,62877,63375,65530,66509,66946,69165,68691,66130,65826,63903,61682,57607,55752,54902,56471,58745,57702,52849,50759,50498,53338,52632,54894,57034,59605,63766,64140,65193,65108,64180,66457,65000,64148,64120,64179,64158,66006,68813,67259,68988,66104,66555,66903,66849,67318
27,Total,72,33812,35803,40509,38355,38741,38543,52472,50200,50846,52839,54941,57091,58146,59842,61547,62033,64139,65094,65537,67721,67272,64775,64478,62593,60420,56446,54649,53832,55373,57610,56594,51843,49804,49562,52363,51687,53924,56036,58562,62651,63019,64052,63961,63045,65278,63843,62998,62964,63015,63008,64826,67588,66075,67757,64933,65374,65711,65660
27,Total,73,31899,33080,35028,39649,37825,37940,37744,51382,49156,49784,51733,53789,55891,56921,58578,60243,60718,62775,63720,64169,66321,65895,63447,63158,61310,59201,55324,53583,52784,54300,56502,55515,50864,48876,48654,51418,50778,52984,55060,57540,61558,61916,62921,62828,61921,64107,62692,61851,61805,61846,61855,63640,66358,64887,66516,63754,64182,64507
27,Total,74,30266,31061,32263,34112,38850,36911,37022,36829,50133,47960,48566,50464,52468,54515,55516,57129,58749,59210,61226,62156,62609,64721,64307,61916,61636,59848,57810,54042,52347,51568,53057,55221,54266,49732,47803,47602,50324,49717,51877,53908,56334,60266,60609,61588,61492,60598,62729,61337,60501,60445,60473,60498,62245,64908,63485,65055,62363,62776
27,Total,75,28744,29507,30236,31369,33387,37802,35915,36021,35830,48770,46654,47239,49080,51026,53013,53985,55548,57119,57578,59546,60460,60915,62971,62571,60241,59988,58265,56301,52633,50989,50236,51695,53819,52900,48493,46629,46452,49125,48542,50650,52632,54998,58829,59159,60112,60011,59131,61202,59836,59007,58940,58956,58996,60699,63302,61929,63436,60820
27,Total,76,26808,28068,28814,29435,30594,32595,36904,35061,35162,34975,47602,45535,46102,47895,49791,51728,52673,54194,55735,56192,58122,59023,59470,61478,61090,58831,58604,56936,55021,51440,49842,49113,50549,52641,51754,47458,45650,45494,48132,47554,49616,51553,53860,57607,57921,58844,58735,57858,59870,58520,57687,57600,57597,57657,59319,61868,60543,61979
27,Total,77,25716,26043,27247,27987,28683,29703,31649,35832,34040,34137,33953,46208,44199,44743,46480,48317,50192,51105,52587,54090,54543,56424,57296,57734,59685,59327,57149,56948,55328,53472,49997,48457,47756,49164,51216,50368,46203,44460,44326,46895,46323,48328,50205,52445,56087,56384,57273,57155,56287,58229,56899,56067,55961,55939,56017,57629,60110,58841
27,Total,78,24330,24905,25200,26368,26905,27779,28769,30650,34704,32969,33057,32877,44738,42791,43312,44988,46762,48573,49463,50904,52365,52813,54632,55472,55901,57808,57481,55386,55195,53626,51836,48475,46995,46324,47703,49713,48907,44878,43213,43074,45565,45001,46940,48758,50925,54455,54734,55585,55457,54599,56465,55160,54328,54202,54162,54257,55814,58220
27,Total,79,22355,23513,24052,24360,25476,26113,26961,27925,29748,33684,32002,32090,31920,43442,41526,42026,43647,45365,47128,47998,49403,50828,51263,53025,53837,54274,56143,55845,53810,53630,52109,50379,47121,45696,45054,46409,48384,47651,43721,42089,41943,44362,43798,45678,47440,49537,52962,53219,54032,53891,53036,54828,53540,52702,52551,52487,52602,54104
27,Total,80,21853,21374,22480,23079,23454,24396,25007,25819,26745,28487,32258,30650,30737,30577,41619,39786,40257,41804,43453,45146,45985,47336,48697,49112,50797,51586,52026,53835,53556,51603,51440,49987,48340,45224,43874,43270,44587,46513,45804,42022,40445,40295,42610,42058,43859,45544,47548,50829,51062,51830,51680,50842,52541,51289,50460,50291,50206,50338
27,Total,81,21250,21007,20478,21603,22203,22577,23485,24076,24857,25751,27426,31058,29511,29598,29447,40089,38328,38794,40301,41859,43494,44308,45607,46915,47315,48949,49720,50165,51914,51650,49770,49622,48226,46651,43654,42407,41829,43104,44954,44262,40600,39066,38906,41132,40588,42319,43936,45858,49011,49221,49945,49783,48953,50566,49340,48511,48317,48209
27,Total,82,20027,20151,19899,19438,20630,21041,21391,22252,22814,23554,24405,25987,29431,27967,28053,27913,38005,36340,36797,38242,39734,41288,42056,43284,44521,44912,46473,47216,47647,49313,49072,47289,47162,45843,44361,41532,40340,39797,41006,42755,42092,38605,37135,36974,39084,38558,40197,41727,43541,46528,46716,47391,47223,46418,47930,46752,45941,45733
27,Total,83,19232,19116,19136,18955,18674,19601,19990,20318,21139,21673,22376,23188,24688,27963,26573,26657,26527,36124,34554,35005,36393,37827,39313,40050,41227,42425,42812,44261,44967,45435,47024,46793,45103,44981,43732,42318,39623,38477,37960,39107,40762,40124,36790,35380,35215,37217,36706,38260,39707,41422,44254,44417,45046,44869,44083,45499,44360,43560
27,Total,84,17622,17954,17878,18022,17777,17476,18340,18703,19006,19775,20276,20934,21695,23096,26162,24863,24944,24824,33818,32357,32793,34107,35457,36855,37551,38672,39812,40188,41556,42225,42655,44148,43932,42354,42243,41078,39750,37223,36135,35648,36723,38266,37657,34524,33193,33029,34901,34412,35863,37213,38811,41456,41598,42174,41994,41242,42549,41467
27,Total,85,17763,18037,18308,18530,17811,17467,17160,18003,18357,18648,19405,19900,20546,21296,22667,25679,24406,24489,24380,33228,31803,32250,33551,34889,36272,36975,38097,39239,39610,40972,41642,42048,43519,43302,41757,41644,40504,39187,36689,35595,35112,36161,37656,37046,33954,32630,32450,34277,33780,35192,36502,38051,40628,40746,41288,41085,40319,41565
27,Total,86,15690,15929,16164,16354,15909,16068,15755,15475,16234,16551,16812,17496,17942,18525,19202,20437,23154,22007,22086,21995,29985,28705,29114,30290,31502,32763,33410,34435,35471,35806,37045,37658,38024,39358,39163,37775,37677,36654,35460,33198,32203,31766,32710,34058,33503,30706,29503,29337,30986,30532,31806,32985,34381,36706,36806,37289,37100,36398
27,Total,87,14495,14714,14930,15103,15256,15104,15243,14946,14672,15389,15688,15931,16581,17005,17557,18202,19370,21947,20865,20946,20866,28453,27243,27638,28760,29925,31136,31762,32742,33731,34053,35241,35832,36171,37441,37255,35943,35847,34874,33729,31574,30613,30193,31084,32352,31817,29155,28002,27833,29389,28946,30146,31255,32565,34758,34837,35278,35083
27,Total,88,13249,13446,13635,13789,13947,14310,14160,14281,14001,13738,14406,14685,14911,15520,15917,16434,17039,18130,20548,19539,19621,19550,26662,25530,25907,26971,28075,29221,29811,30734,31668,31973,33099,33661,33972,35166,34990,33765,33669,32755,31672,29644,28728,28333,29164,30342,29834,27332,26242,26074,27525,27101,28217,29246,30461,32504,32567,32965
27,Total,89,11123,11289,11448,11577,12893,11978,12286,12154,12256,12015,11787,12358,12597,12791,13312,13655,14098,14618,15555,17634,16770,16845,16785,22892,21920,22253,23173,24129,25117,25624,26420,27227,27493,28467,28957,29226,30258,30110,29056,28974,28191,27255,25510,24718,24379,25093,26104,25666,23513,22574,22427,23674,23306,24266,25149,26193,27948,27997
27,Total,90,9065,9197,9320,9418,10020,10779,10012,10266,10154,10236,10034,9843,10319,10519,10679,11115,11402,11771,12208,12992,14733,14013,14076,14027,19131,18324,18608,19384,20185,21013,21439,22109,22788,23013,23835,24250,24478,25345,25223,24341,24272,23618,22832,21370,20705,20421,21019,21864,21497,19694,18905,18782,19825,19515,20319,21058,21930,23399
27,Total,91,7865,7980,8086,8170,9179,9056,9702,9004,9224,9118,9186,9004,8829,9254,9433,9575,9967,10224,10556,10953,11656,13219,12573,12630,12587,17173,16455,16717,17416,18136,18884,19269,19875,20489,20695,21440,21818,22017,22795,22680,21888,21820,21231,20519,19203,18598,18342,18874,19626,19293,17671,16957,16840,17770,17486,18201,18858,19633
27,Total,92,6466,6559,6642,6709,7624,7705,7602,8125,7537,7716,7624,7679,7527,7378,7732,7882,8000,8326,8543,8822,9157,9745,11053,10511,10559,10527,14367,13770,13991,14576,15181,15809,16135,16645,17162,17337,17966,18287,18449,19100,19003,18339,18280,17787,17188,16085,15576,15360,15804,16430,16151,14791,14191,14089,14866,14625,15222,15770
27,Total,93,5033,5104,5167,5217,5313,6136,6160,6078,6485,6012,6153,6079,6121,6000,5880,6162,6281,6374,6635,6809,7033,7303,7770,8813,8382,8422,8398,11465,10988,11166,11634,12119,12622,12885,13295,13711,13853,14359,14616,14744,15265,15186,14655,14607,14213,13734,12853,12444,12272,12626,13125,12901,11813,11333,11251,11870,11677,12153
27,Total,94,4011,4068,4117,4156,4297,4292,5070,5078,5011,5332,4939,5052,4990,5022,4923,4823,5053,5150,5227,5443,5586,5771,5992,6374,7229,6878,6914,6894,9413,9022,9169,9555,9954,10369,10586,10926,11269,11388,11803,12016,12118,12545,12477,12041,12000,11677,11281,10557,10218,10076,10365,10772,10586,9692,9296,9227,9733,9571
27,Total,95,3155,3198,3235,3263,3730,3544,3455,4159,4156,4101,4352,4028,4117,4065,4089,4008,3926,4113,4192,4255,4431,4549,4699,4879,5190,5887,5602,5632,5616,7669,7350,7470,7787,8114,8452,8630,8909,9191,9287,9626,9800,9880,10226,10169,9814,9779,9515,9191,8600,8321,8205,8440,8767,8614,7887,7562,7503,7913
27,Total,96,2193,2223,2248,2266,2586,2729,2625,2470,3045,3039,2999,3177,2940,3005,2966,2983,2924,2864,3001,3059,3105,3234,3319,3429,3560,3788,4297,4091,4112,4101,5601,5368,5457,5689,5930,6177,6309,6513,6721,6790,7040,7167,7223,7477,7434,7175,7150,6957,6720,6287,6083,5998,6169,6409,6297,5764,5526,5483
27,Total,97,1479,1499,1516,1529,1723,1831,1951,1857,1646,2171,2177,2148,2257,2089,2134,2105,2117,2075,2033,2130,2172,2204,2296,2357,2434,2529,2691,3052,2907,2922,2914,3979,3814,3879,4044,4216,4393,4488,4633,4780,4830,5008,5098,5138,5318,5287,5104,5086,4948,4779,4472,4326,4265,4386,4556,4477,4097,3929
27,Total,98,1105,1120,1132,1141,1386,1379,1464,1549,1486,1208,1728,1726,1701,1787,1651,1686,1662,1671,1638,1604,1681,1713,1739,1811,1859,1921,1995,2124,2408,2294,2305,2299,3140,3009,3061,3192,3327,3468,3542,3656,3771,3811,3950,4022,4052,4192,4168,4023,4008,3898,3765,3523,3405,3358,3452,3584,3520,3221
27,Total,99,788,798,807,813,1016,1025,1023,1087,1143,1103,848,1277,1272,1254,1316,1215,1240,1222,1229,1205,1180,1236,1259,1278,1331,1366,1413,1468,1561,1770,1685,1694,1690,2308,2212,2250,2347,2446,2550,2604,2687,2772,2800,2903,2955,2978,3081,3061,2955,2942,2863,2764,2585,2499,2464,2532,2629,2582
27,Total,100+,1290,1302,1316,1329,1682,1813,1873,1929,2013,2093,2123,1933,2071,2137,2306,2432,2434,2434,2423,2418,2392,2369,2382,2401,2430,2489,2547,2617,2703,2815,3027,3107,3190,3237,3664,3834,4046,4259,4442,4608,4766,4934,5099,5220,5374,5503,5606,5746,5818,5800,5788,5713,5598,5405,5231,5076,5009,5022
27,Total,All Ages,5418521,5453109,5482435,5519952,5579602,5616504,5652391,5687161,5720674,5753117,5784713,5815168,5844466,5872754,5899895,5925958,5950692,5974304,5997797,6021419,6044540,6067835,6089935,6110416,6129430,6149090,6169017,6189207,6208331,6226593,6244047,6261048,6278094,6295181,6312470,6330433,6349154,6368693,6388280,6407911,6427676,6447789,6467845,6488360,6509181,6530435,6551910,6573631,6595585,6617905,6640314,6662652,6684968,6707044,6728841,6750253,6771154,6791601
27,Male,0,35407,35807,35514,35864,35858,35912,35917,35911,35897,35882,35873,35870,35881,35891,35911,35938,35972,36004,36044,36088,36128,36166,36193,36211,36219,36225,36219,36208,36177,36128,36074,36021,35968,35919,35882,35856,35839,35831,35827,35829,35837,35849,35858,35874,35886,35900,35917,35930,35939,35951,35954,35957,35952,35945,35933,35913,35891,35864
27,Male,1,35237,35764,35968,35831,36106,36198,36251,36256,36249,36234,36219,36210,36206,36216,36226,36246,36272,36306,36344,36391,36442,36487,36525,36552,36569,36586,36602,36605,36594,36563,36516,36464,36415,36366,36323,36292,36273,36264,36257,36256,36260,36271,36282,36294,36312,36326,36344,36362,36379,36391,36405,36411,36415,36413,36408,36399,36381,36360
27,Male,2,35816,35472,36135,36318,36179,36350,36442,36496,36500,36492,36478,36462,36451,36448,36457,36466,36486,36512,36553,36598,36651,36708,36754,36792,36818,36846,36872,36898,36901,36891,36862,36818,36770,36725,36682,36645,36622,36610,36603,36600,36600,36608,36619,36632,36647,36667,36685,36706,36726,36745,36760,36777,36785,36793,36794,36791,36783,36768
27,Male,3,35964,35909,35530,36435,36123,36374,36546,36638,36692,36696,36689,36673,36656,36646,36641,36650,36660,36679,36712,36759,36810,36871,36928,36974,37012,37048,37085,37122,37148,37152,37144,37119,37079,37036,36996,36961,36931,36915,36906,36901,36900,36904,36910,36925,36941,36958,36982,37002,37025,37049,37071,37088,37107,37119,37130,37133,37132,37127
27,Male,4,36027,36118,36090,35725,36313,36225,36477,36650,36741,36795,36799,36791,36775,36759,36748,36743,36752,36761,36787,36827,36881,36939,36999,37057,37103,37151,37197,37245,37282,37309,37316,37312,37291,37257,37220,37187,37159,37138,37124,37117,37115,37117,37120,37130,37147,37166,37187,37213,37236,37262,37290,37314,37334,37356,37371,37384,37390,37392
27,Male,5,36788,36198,36209,36325,36474,36382,36291,36544,36717,36808,36862,36866,36858,36842,36826,36814,36809,36819,36834,36866,36913,36974,37032,37093,37151,37207,37266,37322,37370,37408,37438,37449,37450,37435,37407,37376,37352,37332,37313,37302,37298,37299,37300,37306,37319,37339,37362,37385,37414,37440,37468,37499,37527,37549,37575,37592,37608,37617
27,Male,6,37363,36903,36304,36418,36378,36635,36540,36449,36702,36874,36967,37021,37024,37016,36999,36983,36971,36966,36982,37004,37042,37096,37157,37216,37277,37345,37410,37479,37536,37586,37627,37660,37676,37682,37673,37651,37629,37611,37594,37577,37569,37567,37569,37572,37581,37597,37620,37645,37671,37703,37732,37764,37797,37826,37852,37880,37901,37919
27,Male,7,36831,37446,36942,36401,36285,36478,36734,36638,36547,36800,36972,37064,37118,37122,37114,37097,37080,37068,37070,37092,37121,37167,37221,37281,37340,37411,37490,37566,37635,37693,37746,37791,37829,37850,37863,37860,37846,37831,37817,37802,37788,37783,37781,37785,37791,37803,37822,37847,37876,37904,37940,37971,38006,38042,38075,38103,38134,38156
27,Male,8,36810,36922,37454,37001,36454,36384,36577,36832,36735,36642,36895,37068,37161,37214,37217,37209,37192,37176,37170,37178,37208,37243,37289,37343,37404,37473,37554,37643,37720,37790,37851,37908,37957,38002,38029,38049,38054,38048,38036,38024,38011,38000,37995,37995,38002,38012,38026,38048,38076,38107,38139,38177,38211,38249,38288,38324,38355,38389
27,Male,9,37129,36846,36877,37565,37272,36575,36504,36697,36951,36852,36757,37010,37184,37276,37330,37333,37325,37307,37297,37299,37314,37349,37384,37430,37485,37556,37636,37727,37816,37894,37968,38033,38095,38150,38200,38234,38262,38276,38272,38263,38253,38243,38232,38228,38231,38242,38253,38270,38295,38326,38360,38394,38436,38473,38514,38555,38594,38628
27,Male,10,36418,37220,36833,36986,37942,37380,36680,36608,36802,37055,36955,36857,37111,37285,37378,37431,37433,37425,37415,37411,37420,37441,37477,37512,37558,37623,37704,37795,37886,37977,38058,38136,38206,38273,38335,38393,38434,38470,38487,38486,38478,38471,38461,38452,38451,38457,38470,38484,38504,38531,38566,38602,38640,38684,38724,38767,38812,38853
27,Male,11,35734,36504,37296,37053,37441,38135,37570,36867,36793,36986,37238,37136,37037,37292,37466,37558,37612,37614,37613,37609,37612,37627,37648,37683,37719,37775,37851,37941,38033,38125,38219,38304,38388,38463,38536,38605,38671,38720,38758,38778,38778,38773,38765,38757,38751,38753,38761,38776,38793,38816,38846,38883,38922,38962,39010,39053,39098,39146
27,Male,12,36566,35855,36579,37506,37437,37558,38254,37687,36980,36906,37099,37350,37247,37147,37402,37575,37669,37722,37731,37736,37739,37749,37764,37785,37821,37867,37932,38018,38110,38203,38299,38396,38487,38575,38656,38737,38814,38887,38940,38981,39003,39006,39001,38995,38989,38986,38990,39001,39019,39038,39064,39097,39137,39179,39222,39272,39317,39367
27,Male,13,36952,36613,35900,36680,37706,37507,37627,38325,37756,37048,36973,37166,37417,37314,37210,37465,37640,37733,37792,37809,37820,37830,37840,37855,37877,37922,37979,38055,38142,38235,38331,38431,38533,38629,38724,38813,38902,38987,39063,39119,39163,39187,39190,39188,39184,39181,39180,39187,39200,39221,39244,39272,39308,39351,39396,39442,39495,39543
27,Male,14,35837,37019,36639,36007,37028,37818,37618,37739,38438,37867,37157,37080,37274,37523,37418,37313,37569,37743,37843,37909,37933,37951,37961,37971,37986,38018,38074,38141,38217,38305,38401,38501,38606,38714,38816,38919,39016,39114,39201,39280,39338,39385,39409,39414,39414,39414,39414,39415,39423,39440,39462,39488,39519,39558,39604,39651,39700,39756
27,Male,15,35982,35873,37061,36725,36372,37149,37940,37740,37860,38562,37989,37275,37198,37391,37640,37534,37425,37680,37861,37969,38041,38072,38091,38100,38111,38136,38177,38244,38311,38388,38480,38580,38685,38795,38910,39019,39129,39235,39336,39426,39508,39569,39614,39641,39649,39652,39654,39656,39660,39671,39690,39714,39742,39776,39818,39867,39917,39969
27,Male,16,36202,36062,35940,37196,37135,36560,37340,38136,37933,38053,38757,38180,37464,37384,37576,37824,37716,37602,37865,38053,38167,38247,38278,38296,38306,38327,38361,38413,38480,38549,38629,38724,38829,38940,39056,39178,39296,39414,39522,39626,39718,39803,39863,39911,39940,39951,39956,39960,39964,39970,39983,40005,40031,40062,40098,40142,40194,40247
27,Male,17,36540,36496,36350,36267,37688,37332,36753,37536,38335,38131,38251,38957,38377,37655,37575,37767,38013,37902,37791,38060,38255,38377,38457,38488,38506,38526,38556,38600,38653,38720,38792,38877,38976,39087,39204,39328,39458,39584,39705,39816,39922,40016,40101,40164,40214,40245,40258,40265,40271,40278,40285,40301,40325,40353,40386,40426,40472,40527
27,Male,18,36444,35803,35631,35483,35988,37210,36859,36289,37064,37853,37654,37774,38473,37901,37190,37113,37304,37552,37453,37346,37621,37821,37943,38024,38055,38085,38115,38157,38202,38256,38328,38405,38495,38601,38718,38843,38975,39114,39244,39368,39483,39593,39689,39776,39844,39898,39933,39950,39961,39972,39982,39993,40013,40041,40073,40110,40153,40203
27,Male,19,37572,36841,36048,35871,37229,37200,38458,38092,37497,38294,39105,38895,39015,39731,39138,38399,38314,38503,38751,38646,38528,38813,39017,39140,39220,39260,39298,39336,39377,39422,39477,39552,39632,39726,39837,39961,40093,40233,40373,40504,40629,40746,40853,40950,41038,41105,41158,41193,41209,41219,41229,41238,41247,41266,41294,41327,41364,41408
27,Male,20,37645,37365,36609,35929,36820,36657,36631,37871,37512,36929,37715,38516,38310,38430,39137,38554,37829,37747,37943,38200,38108,37990,38273,38476,38599,38689,38740,38789,38830,38872,38921,38982,39062,39147,39249,39368,39502,39642,39785,39928,40063,40192,40309,40421,40521,40614,40685,40742,40781,40801,40816,40830,40844,40857,40880,40912,40949,40990
27,Male,21,38563,37853,37623,36906,36530,36563,36402,36377,37609,37253,36674,37455,38251,38048,38167,38871,38292,37572,37499,37702,37967,37883,37755,38039,38241,38374,38475,38535,38586,38628,38674,38727,38793,38879,38972,39080,39209,39350,39494,39640,39786,39925,40054,40175,40289,40393,40488,40563,40624,40666,40690,40707,40724,40742,40759,40786,40820,40860
27,Male,22,36925,38536,37744,37767,35998,36448,36481,36322,36296,37525,37170,36593,37373,38166,37963,38082,38784,38207,37496,37430,37640,37911,37829,37686,37969,38182,38325,38436,38497,38550,38595,38645,38704,38775,38867,38968,39085,39221,39366,39512,39661,39810,39949,40082,40205,40322,40429,40528,40605,40668,40714,40740,40760,40780,40801,40820,40850,40887
27,Male,23,36438,36072,38019,37303,36745,35202,35648,35687,35533,35510,36715,36370,35808,36574,37353,37156,37275,37965,37408,36722,36668,36886,37161,37085,36936,37227,37449,37601,37713,37776,37833,37884,37939,38005,38084,38185,38294,38420,38561,38709,38859,39011,39162,39304,39440,39568,39688,39799,39903,39985,40053,40103,40135,40160,40185,40211,40235,40269
27,Male,24,35697,37102,36798,39013,36010,37198,35640,36089,36125,35968,35943,37161,36809,36238,37011,37799,37598,37717,38420,37863,37173,37123,37341,37612,37532,37377,37679,37912,38066,38179,38244,38305,38359,38420,38492,38577,38686,38802,38931,39074,39224,39378,39529,39682,39827,39964,40094,40218,40331,40436,40519,40589,40641,40673,40700,40726,40752,40778
27,Male,25,36333,35992,37367,37178,37950,36579,37771,36195,36647,36678,36517,36489,37724,37365,36783,37565,38363,38156,38283,39001,38441,37746,37692,37909,38176,38099,37939,38253,38487,38643,38759,38828,38893,38952,39017,39096,39189,39305,39424,39555,39700,39853,40006,40160,40315,40462,40601,40734,40859,40974,41081,41164,41236,41288,41322,41349,41377,41403
27,Male,26,36642,37019,36527,38163,37306,38580,37196,38390,36795,37250,37276,37110,37079,38332,37966,37371,38165,38973,38768,38902,39636,39073,38364,38305,38521,38796,38722,38554,38872,39109,39268,39387,39461,39530,39595,39666,39753,39853,39971,40093,40225,40373,40525,40681,40837,40995,41143,41284,41420,41547,41663,41771,41856,41929,41983,42016,42044,42072
27,Male,27,37377,36929,37314,36919,37191,37606,38892,37503,38697,37093,37548,37572,37403,37371,38634,38263,37662,38461,39280,39081,39222,39968,39399,38683,38622,38847,39130,39063,38881,39200,39441,39605,39729,39808,39883,39954,40033,40127,40230,40352,40475,40610,40758,40913,41071,41230,41390,41541,41684,41822,41951,42070,42180,42267,42342,42397,42432,42462
27,Male,28,38419,37809,37365,37875,37412,37515,37933,39233,37838,39032,37418,37874,37896,37724,37691,38963,38588,37979,38792,39624,39428,39577,40328,39753,39030,38976,39212,39501,39432,39234,39557,39803,39972,40102,40187,40269,40348,40435,40532,40636,40761,40887,41021,41172,41329,41490,41651,41814,41968,42113,42254,42385,42506,42618,42706,42783,42840,42877
27,Male,29,37366,38753,38064,37777,38097,37751,37862,38283,39597,38195,39390,37764,38222,38241,38065,38031,39313,38934,38326,39151,39997,39805,39954,40711,40129,39409,39363,39608,39895,39822,39613,39941,40192,40367,40504,40596,40686,40772,40861,40960,41068,41194,41320,41457,41610,41769,41933,42098,42262,42419,42566,42709,42842,42966,43080,43170,43248,43307
27,Male,30,38342,37507,38860,38349,38223,38324,37973,38089,38513,39836,38430,39624,37991,38451,38467,38290,38255,39544,39168,38562,39399,40257,40062,40212,40972,40396,39680,39643,39888,40175,40102,39881,40215,40472,40653,40797,40897,40996,41084,41175,41277,41388,41514,41642,41782,41937,42099,42266,42433,42600,42760,42909,43055,43191,43316,43433,43524,43604
