date,cases,country,var,year,month,day,_days,datetime,concentration
Mar 14,21,uk,deaths,2020,3,14,371,2020-03-14,3.109003575161649e-07
Mar 15,35,uk,deaths,2020,3,15,372,2020-03-15,5.181672625269415e-07
Mar 16,55,uk,deaths,2020,3,16,373,2020-03-16,8.142628411137653e-07
Mar 17,71,uk,deaths,2020,3,17,374,2020-03-17,1.0511393039832243e-06
Mar 18,104,uk,deaths,2020,3,18,375,2020-03-18,1.5396970086514835e-06
Mar 19,144,uk,deaths,2020,3,19,376,2020-03-19,2.131888165825131e-06
Mar 20,177,uk,deaths,2020,3,20,377,2020-03-20,2.62044587049339e-06
Mar 21,233,uk,deaths,2020,3,21,378,2020-03-21,3.4495134905364965e-06
Mar 22,281,uk,deaths,2020,3,22,379,2020-03-22,4.1601428791448735e-06
Mar 23,335,uk,deaths,2020,3,23,380,2020-03-23,4.9596009413292974e-06
Mar 24,422,uk,deaths,2020,3,24,381,2020-03-24,6.247616708181981e-06
Mar 25,463,uk,deaths,2020,3,25,382,2020-03-25,6.85461264428497e-06
Mar 26,578,uk,deaths,2020,3,26,383,2020-03-26,8.557162221159206e-06
Mar 27,759,uk,deaths,2020,3,27,384,2020-03-27,1.1236827207369962e-05
Mar 28,1019,uk,deaths,2020,3,28,385,2020-03-28,1.508606972899867e-05
Mar 29,1228,uk,deaths,2020,3,29,386,2020-03-29,1.8180268525230977e-05
Mar 30,1408,uk,deaths,2020,3,30,387,2020-03-30,2.084512873251239e-05
Mar 31,1789,uk,deaths,2020,3,31,388,2020-03-31,2.6485749504591384e-05
Apr 01,2352,uk,deaths,2020,4,1,389,2020-04-01,3.4820840041810474e-05
Apr 02,2921,uk,deaths,2020,4,2,390,2020-04-02,4.3244759252605605e-05
Apr 03,3605,uk,deaths,2020,4,3,391,2020-04-03,5.337122804027498e-05
