Atlanta,Austin,Baltimore,Boston,Calgary,Charlotte,Chicago,Cincinnati,Ciudad de México,Columbus,Dallas,Denver,Dublin,Edmonton,Fort Lauderdale,Hamburg,Honolulu,Houston,Indianapolis,Las Vegas,London,Los Angeles,Louisville,Miami,Miami Beach,Minneapolis,Montréal,München,Naples,Nashville,New Orleans,New York,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Raleigh,San Antonio,San Diego,San Francisco,San Pedro Garza García,Scottsdale,Seattle,Tampa,Toronto,Vancouver,Washington
-99.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.87,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-99.61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-99.53,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.69,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.88,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.97,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.09,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-99.79,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-99.84,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-98.87,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-99.58,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-98.14,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-99.51,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-99.98,-100.0,-100.0,-100.0,-100.0,-100.0
-98.96,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-98.47,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-99.39,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-97.25,-94.49,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.89,-99.73,-100,-100.0,-100.0,-100,-100.0,-85.05,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.37,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-97.59,-95.85,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.95,-100.0,-100,-100.0,-100.0,-100,-100.0,-87.15,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.6,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-98.12,-97.51,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-94.05,-100.0,-100,-100.0,-100.0,-100,-100.0,-89.55,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.96,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
-96.83,-97.01,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.58,-100.0,-100,-100.0,-100.0,-100,-100.0,-92.02,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.05,-100.0,-100.0,-100.0,-95.73,-100.0,-100.0,-100.0,-100.0,-100.0,-93.95,-100.0,-100.0,-100.0,-100.0,-100.0,-80.27,-100.0,-100.0,-100.0
-96.25,-94.69,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.19,-99.86,-100,-100.0,-100.0,-100,-100.0,-89.24,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.66,-100.0,-100.0,-100.0,-95.93,-100.0,-100.0,-100.0,-100.0,-100.0,-88.8,-100.0,-100.0,-100.0,-100.0,-100.0,-77.89,-100.0,-100.0,-100.0
-96.65,-95.88,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.56,-100.0,-100,-100.0,-100.0,-100,-100.0,-91.15,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.1,-100.0,-100.0,-100.0,-96.14,-100.0,-100.0,-100.0,-100.0,-100.0,-89.85,-100.0,-100.0,-100.0,-100.0,-100.0,-83.34,-100.0,-100.0,-100.0
-94.27,-95.41,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.72,-100.0,-100,-100.0,-100.0,-100,-100.0,-86.87,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.73,-100.0,-100.0,-100.0,-94.86,-100.0,-100.0,-100.0,-100.0,-100.0,-88.38,-100.0,-99.94,-100.0,-100.0,-100.0,-78.15,-100.0,-100.0,-100.0
-94.43,-93.13,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.57,-100.0,-100,-100.0,-100.0,-100,-100.0,-81.04,-99.13,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.54,-100.0,-100.0,-100.0,-91.65,-100.0,-100.0,-100.0,-100.0,-100.0,-82.57,-100.0,-100.0,-100.0,-100.0,-100.0,-76.52,-100.0,-100.0,-100.0
-92.96,-92.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.07,-100.0,-100,-100.0,-100.0,-100,-100.0,-82.24,-100.0,-98.17,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.99,-100.0,-100.0,-100.0,-92.45,-100.0,-100.0,-100.0,-100.0,-100.0,-87.58,-100.0,-100.0,-100.0,-100.0,-100.0,-76.75,-100.0,-100.0,-100.0
-94.09,-93.46,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.46,-100.0,-100,-100.0,-100.0,-100,-100.0,-82.66,-99.03,-97.21,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.19,-100.0,-100.0,-100.0,-88.38,-100.0,-100.0,-100.0,-100.0,-100.0,-82.74,-100.0,-100.0,-100.0,-100.0,-100.0,-78.63,-100.0,-100.0,-100.0
-95.34,-93.61,-100.0,-100.0,-100.0,-99.91,-99.88,-99.65,-99.88,-99.87,-89.86,-99.93,-100,-100.0,-100.0,-100,-100.0,-81.4,-99.39,-97.56,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.17,-96.61,-100.0,-99.98,-91.59,-99.98,-79.51,-100.0,-100.0,-100.0,-84.4,-100.0,-99.92,-100.0,-69.09,-99.95,-76.73,-99.99,-100.0,-100.0
-93.06,-94.7,-100.0,-99.97,-100.0,-99.89,-99.92,-100.0,-99.72,-100.0,-89.23,-100.0,-100,-100.0,-100.0,-100,-99.98,-81.32,-99.55,-97.22,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.04,-95.72,-100.0,-100.0,-90.03,-100.0,-84.97,-100.0,-100.0,-100.0,-84.57,-100.0,-99.98,-100.0,-75.66,-99.6,-72.78,-100.0,-100.0,-100.0
-92.23,-91.2,-100.0,-99.78,-99.95,-100.0,-99.88,-99.98,-99.93,-100.0,-87.93,-100.0,-100,-100.0,-100.0,-100,-100.0,-81.5,-99.57,-96.4,-100,-99.82,-100.0,-100.0,-100.0,-100.0,-100.0,-99.99,-57.14,-94.9,-100.0,-100.0,-90.88,-100.0,-83.41,-100.0,-99.9,-100.0,-85.54,-100.0,-99.9,-100.0,-72.05,-99.72,-70.79,-99.95,-99.61,-100.0
-90.65,-90.93,-99.69,-99.96,-99.85,-100.0,-99.96,-99.98,-99.7,-100.0,-86.73,-99.82,-100,-90.42,-100.0,-100,-100.0,-80.17,-99.69,-95.67,-100,-100.0,-100.0,-100.0,-99.79,-99.62,-100.0,-100.0,-52.77,-93.99,-99.86,-99.98,-89.66,-99.94,-82.16,-100.0,-100.0,-100.0,-82.25,-99.85,-99.88,-99.16,-69.12,-99.97,-68.45,-99.77,-100.0,-99.98
-86.55,-86.97,-99.95,-99.65,-99.96,-100.0,-99.87,-96.86,-99.97,-97.64,-82.78,-99.78,-100,-85.12,-100.0,-100,-100.0,-76.1,-98.79,-92.95,-100,-99.78,-100.0,-100.0,-99.92,-100.0,-100.0,-100.0,-58.36,-91.23,-99.02,-99.96,-87.01,-99.98,-78.26,-100.0,-100.0,-100.0,-79.94,-100.0,-99.96,-99.93,-66.16,-100.0,-63.03,-100.0,-100.0,-99.97
-86.71,-86.54,-99.85,-99.75,-99.94,-99.99,-99.98,-96.17,-99.68,-97.41,-82.91,-99.85,-100,-85.73,-100.0,-100,-99.97,-70.54,-99.07,-91.37,-100,-99.79,-99.37,-99.9,-100.0,-99.22,-100.0,-99.72,-51.78,-90.66,-91.41,-99.96,-85.64,-99.75,-78.98,-99.91,-99.84,-99.96,-80.9,-99.98,-99.98,-98.85,-64.04,-99.95,-61.95,-99.22,-99.8,-97.26
-87.78,-88.86,-100.0,-99.76,-100.0,-100.0,-100.0,-95.64,-99.97,-97.02,-85.41,-99.81,-100,-80.24,-100.0,-100,-99.99,-71.15,-99.16,-92.01,-100,-100.0,-99.06,-99.88,-100.0,-98.92,-100.0,-98.93,-45.9,-92.83,-91.74,-99.96,-86.98,-99.79,-77.87,-100.0,-99.75,-100.0,-82.32,-100.0,-99.76,-99.98,-66.42,-99.16,-60.25,-99.7,-100.0,-97.71
-90.59,-90.78,-98.76,-99.82,-100.0,-100.0,-100.0,-99.16,-99.88,-99.23,-86.56,-99.89,-100,-75.39,-85.1,-100,-99.94,-79.85,-99.02,-94.3,-100,-100.0,-100.0,-99.42,-100.0,-99.32,-100.0,-72.21,-55.82,-91.47,-94.81,-99.19,-91.76,-99.97,-83.35,-99.76,-99.88,-100.0,-80.68,-100.0,-99.95,-100.0,-64.0,-99.86,-77.89,-99.84,-100.0,-97.93
