date,state,fips,cases,deaths,datetime,rate
2020-03-08,Indiana,18,2,0,2020-03-08,0.29707886805227224
2020-03-08,Iowa,19,3,0,2020-03-08,0.950850535804277
2020-03-08,Kansas,20,1,0,2020-03-08,0.3432517057893519
2020-03-08,Kentucky,21,4,0,2020-03-08,0.8953206736482281
2020-03-08,Maryland,24,5,0,2020-03-08,0.8270368262958013
2020-03-08,Massachusetts,25,28,0,2020-03-08,4.02906510005104
2020-03-08,Minnesota,27,2,0,2020-03-08,0.3546330682569359
2020-03-08,Illinois,17,7,0,2020-03-08,0.5524067929936827
2020-03-09,Pennsylvania,42,10,0,2020-03-09,0.7811286199355428
2020-03-09,New Jersey,34,11,0,2020-03-09,1.2384333143064943
2020-03-09,New York,36,142,0,2020-03-09,7.29943479242695
2020-03-09,North Carolina,37,7,0,2020-03-09,0.6674240976712238
2020-03-09,Ohio,39,3,0,2020-03-09,0.2566493570933605
2020-03-09,Oklahoma,40,1,0,2020-03-09,0.2527185566939965
2020-03-09,Oregon,41,13,0,2020-03-09,3.0822215799610078
2020-03-09,Rhode Island,44,3,0,2020-03-09,2.8318958315437324
2020-03-09,Wisconsin,55,2,0,2020-03-09,0.3434989559349234
2020-03-09,Tennessee,47,4,0,2020-03-09,0.5853795029952406
2020-03-09,Texas,48,24,0,2020-03-09,0.827703769373312
2020-03-09,Utah,49,3,0,2020-03-09,0.9357577360651637
2020-03-09,Vermont,50,1,0,2020-03-09,1.602592353390845
2020-03-09,Virginia,51,5,0,2020-03-09,47.6580818575214
2020-03-09,Washington,53,179,22,2020-03-09,23.506567984605955
2020-03-09,New Hampshire,33,4,0,2020-03-09,2.941801603428964
2020-03-09,South Carolina,45,7,0,2020-03-09,1.3595627956806302
2020-03-09,Nebraska,31,16,0,2020-03-09,8.271264386830493
2020-03-09,Nevada,32,4,0,2020-03-09,1.2986355236552953
2020-03-09,Missouri,29,1,0,2020-03-09,0.16293470163723306
2020-03-09,Arizona,4,6,0,2020-03-09,0.8243210994465096
2020-03-09,California,6,172,2,2020-03-09,4.353083348410946
2020-03-09,Colorado,8,12,0,2020-03-09,2.083790609605997
2020-03-09,Connecticut,9,2,0,2020-03-09,0.5609646572632161
2020-03-09,District of Columbia,11,4,0,2020-03-09,5.667737396723198
2020-03-09,Georgia,13,17,0,2020-03-09,1.6011418213251933
2020-03-09,Hawaii,15,2,0,2020-03-09,1.4125570673055192
2020-03-09,Illinois,17,11,0,2020-03-09,0.8680678175615013
2020-03-09,Florida,12,14,2,2020-03-09,0.6518377611198051
2020-03-09,Iowa,19,8,0,2020-03-09,2.5356014288114053
2020-03-09,Kansas,20,1,0,2020-03-09,0.3432517057893519
2020-03-09,Kentucky,21,5,0,2020-03-09,1.1191508420602851
2020-03-09,Louisiana,22,1,0,2020-03-09,0.2151095531443209
2020-03-09,Maryland,24,6,0,2020-03-09,0.9924441915549616
2020-03-09,Massachusetts,25,41,0,2020-03-09,5.8997024679318795
2020-03-09,Minnesota,27,2,0,2020-03-09,0.3546330682569359
2020-03-09,Indiana,18,4,0,2020-03-09,0.5941577361045445
2020-03-10,Pennsylvania,42,12,0,2020-03-10,0.9373543439226514
2020-03-10,New Jersey,34,15,1,2020-03-10,1.6887727013270377
2020-03-10,New York,36,173,0,2020-03-10,8.89297337387227
2020-03-10,North Carolina,37,7,0,2020-03-10,0.6674240976712238
2020-03-10,Ohio,39,3,0,2020-03-10,0.2566493570933605
2020-03-10,Oklahoma,40,2,0,2020-03-10,0.505437113387993
2020-03-10,Oregon,41,14,0,2020-03-10,3.3193155476503162
2020-03-10,Rhode Island,44,5,0,2020-03-10,4.719826385906221
2020-03-10,Wisconsin,55,3,0,2020-03-10,0.5152484339023852
2020-03-10,South Dakota,46,5,1,2020-03-10,5.651895250034194
2020-03-10,Tennessee,47,7,0,2020-03-10,1.0244141302416712
2020-03-10,Texas,48,31,0,2020-03-10,1.0691173687738613
2020-03-10,Utah,49,4,0,2020-03-10,1.2476769814202182
2020-03-10,Vermont,50,1,0,2020-03-10,1.602592353390845
2020-03-10,Virginia,51,8,0,2020-03-10,76.25293097203424
2020-03-10,Washington,53,279,24,2020-03-10,36.63872886986068
2020-03-10,Nevada,32,4,0,2020-03-10,1.2986355236552953
2020-03-10,South Carolina,45,9,0,2020-03-10,1.7480093087322388
2020-03-10,Nebraska,31,17,0,2020-03-10,8.7882184110074
2020-03-10,New Hampshire,33,5,0,2020-03-10,3.6772520042862054
2020-03-10,Minnesota,27,3,0,2020-03-10,0.5319496023854039
2020-03-10,Missouri,29,1,0,2020-03-10,0.16293470163723306
2020-03-10,Arizona,4,6,0,2020-03-10,0.8243210994465096
2020-03-10,California,6,179,3,2020-03-10,4.530243717241625
2020-03-10,Colorado,8,17,0,2020-03-10,2.952036696941829
2020-03-10,Connecticut,9,2,0,2020-03-10,0.5609646572632161
2020-03-10,Florida,12,23,2,2020-03-10,1.0708763218396797
2020-03-10,Georgia,13,22,0,2020-03-10,2.0720658864208388
2020-03-10,Hawaii,15,2,0,2020-03-10,1.4125570673055192
2020-03-10,Illinois,17,19,0,2020-03-10,1.4993898666971386
2020-03-10,District of Columbia,11,4,0,2020-03-10,5.667737396723198
2020-03-10,Iowa,19,13,0,2020-03-10,4.120352321818533
2020-03-10,Kansas,20,1,0,2020-03-10,0.3432517057893519
2020-03-10,Kentucky,21,7,0,2020-03-10,1.5668111788843992
2020-03-10,Louisiana,22,6,0,2020-03-10,1.2906573188659254
2020-03-10,Maryland,24,9,0,2020-03-10,1.4886662873324423
2020-03-10,Massachusetts,25,92,0,2020-03-10,13.238356757310559
2020-03-10,Michigan,26,2,0,2020-03-10,0.20026320593155583
2020-03-10,Indiana,18,6,0,2020-03-10,0.8912366041568167
2020-03-11,Oregon,41,20,0,2020-03-11,4.741879353786166
2020-03-11,Oklahoma,40,2,0,2020-03-11,0.505437113387993
2020-03-11,Ohio,39,4,0,2020-03-11,0.3421991427911473
2020-03-11,North Dakota,38,1,0,2020-03-11,1.3122291887011817
2020-03-11,New Mexico,35,4,0,2020-03-11,1.9076424448536338
2020-03-11,New York,36,217,0,2020-03-11,11.15477007011724
2020-03-11,New Jersey,34,23,1,2020-03-11,2.5894514753681244
2020-03-11,Pennsylvania,42,16,0,2020-03-11,1.2498057918968684
2020-03-11,North Carolina,37,8,0,2020-03-11,0.7627703973385415
2020-03-11,Rhode Island,44,5,0,2020-03-11,4.719826385906221
2020-03-11,Wisconsin,55,6,0,2020-03-11,1.0304968678047703
2020-03-11,South Dakota,46,8,1,2020-03-11,9.043032400054711
2020-03-11,Tennessee,47,8,0,2020-03-11,1.170759005990481
2020-03-11,Texas,48,33,0,2020-03-11,1.138092682888304
2020-03-11,Utah,49,5,0,2020-03-11,1.5595962267752728
2020-03-11,Vermont,50,2,0,2020-03-11,3.20518470678169
2020-03-11,Virginia,51,10,0,2020-03-11,95.3161637150428
2020-03-11,Washington,53,338,29,2020-03-11,44.386703792160965
2020-03-11,Wyoming,56,1,0,2020-03-11,1.7278349019194517
2020-03-11,New Hampshire,33,5,0,2020-03-11,3.6772520042862054
2020-03-11,South Carolina,45,10,0,2020-03-11,1.942232565258043
2020-03-11,Nevada,32,7,0,2020-03-11,2.2726121663967667
2020-03-11,Delaware,10,1,0,2020-03-11,1.0269428732218484
2020-03-11,Missouri,29,1,0,2020-03-11,0.16293470163723306
2020-03-11,Arizona,4,9,0,2020-03-11,1.2364816491697643
2020-03-11,Arkansas,5,1,0,2020-03-11,0.33136447607134273
2020-03-11,California,6,202,4,2020-03-11,5.112342071970995
2020-03-11,Colorado,8,34,0,2020-03-11,5.904073393883658
2020-03-11,Connecticut,9,3,0,2020-03-11,0.8414469858948241
2020-03-11,Nebraska,31,23,0,2020-03-11,11.889942556068833
2020-03-11,District of Columbia,11,10,0,2020-03-11,14.169343491807995
2020-03-11,Florida,12,26,2,2020-03-11,1.210555842079638
2020-03-11,Georgia,13,31,0,2020-03-11,2.9197292035929996
2020-03-11,Illinois,17,25,0,2020-03-11,1.9728814035488664
2020-03-11,Hawaii,15,2,0,2020-03-11,1.4125570673055192
2020-03-11,Iowa,19,14,0,2020-03-11,4.4373025004199596
2020-03-11,Kansas,20,1,0,2020-03-11,0.3432517057893519
2020-03-11,Kentucky,21,7,0,2020-03-11,1.5668111788843992
2020-03-11,Louisiana,22,13,0,2020-03-11,2.7964241908761713
2020-03-11,Maryland,24,13,0,2020-03-11,2.1502957483690834
2020-03-11,Massachusetts,25,95,0,2020-03-11,13.670042303744598
2020-03-11,Michigan,26,2,0,2020-03-11,0.20026320593155583
2020-03-11,Minnesota,27,5,0,2020-03-11,0.8865826706423399
2020-03-11,Mississippi,28,1,0,2020-03-11,0.3360046825612562
2020-03-11,Indiana,18,11,0,2020-03-11,1.6339337742874973
2020-03-12,Ohio,39,5,0,2020-03-12,0.42774892848893414
2020-03-12,Oregon,41,30,0,2020-03-12,7.1128190306792485
2020-03-12,Oklahoma,40,2,0,2020-03-12,0.505437113387993
2020-03-12,North Dakota,38,1,0,2020-03-12,1.3122291887011817
2020-03-12,New Hampshire,33,6,0,2020-03-12,4.412702405143446
2020-03-12,New York,36,326,0,2020-03-12,16.75785734036046
2020-03-12,New Mexico,35,6,0,2020-03-12,2.8614636672804505
2020-03-12,New Jersey,34,29,1,2020-03-12,3.2649605558989396
2020-03-12,Pennsylvania,42,22,0,2020-03-12,1.7184829638581942
2020-03-12,North Carolina,37,16,0,2020-03-12,1.525540794677083
2020-03-12,Rhode Island,44,5,0,2020-03-12,4.719826385906221
2020-03-12,Hawaii,15,2,0,2020-03-12,1.4125570673055192
2020-03-12,South Dakota,46,8,1,2020-03-12,9.043032400054711
2020-03-12,Tennessee,47,18,0,2020-03-12,2.6342077634785825
2020-03-12,Texas,48,41,0,2020-03-12,1.4139939393460748
2020-03-12,Utah,49,7,0,2020-03-12,2.183434717485382
2020-03-12,Vermont,50,2,0,2020-03-12,3.20518470678169
2020-03-12,Virginia,51,17,0,2020-03-12,162.03747831557277
2020-03-12,Washington,53,419,32,2020-03-12,55.02375410921729
2020-03-12,Wisconsin,55,8,0,2020-03-12,1.3739958237396936
2020-03-12,Wyoming,56,1,0,2020-03-12,1.7278349019194517
2020-03-12,Nevada,32,11,0,2020-03-12,3.571247690052062
2020-03-12,South Carolina,45,12,0,2020-03-12,2.3306790783096516
2020-03-12,Nebraska,31,24,0,2020-03-12,12.40689658024574
2020-03-12,California,6,252,4,2020-03-12,6.37777327790441
2020-03-12,Mississippi,28,1,0,2020-03-12,0.3360046825612562
2020-03-12,Missouri,29,2,0,2020-03-12,0.3258694032744661
2020-03-12,Arizona,4,9,0,2020-03-12,1.2364816491697643
2020-03-12,Arkansas,5,6,0,2020-03-12,1.9881868564280565
2020-03-12,Colorado,8,49,1,2020-03-12,8.508811655891154
2020-03-12,Connecticut,9,6,0,2020-03-12,1.6828939717896483
2020-03-12,District of Columbia,11,10,0,2020-03-12,14.169343491807995
2020-03-12,Florida,12,46,2,2020-03-12,2.1417526436793595
2020-03-12,Georgia,13,31,1,2020-03-12,2.9197292035929996
2020-03-12,Alaska,2,1,0,2020-03-12,1.366969906157516
2020-03-12,Illinois,17,32,0,2020-03-12,2.525288196542549
2020-03-12,Delaware,10,4,0,2020-03-12,4.107771492887394
2020-03-12,Iowa,19,16,0,2020-03-12,5.0712028576228105
2020-03-12,Kansas,20,5,1,2020-03-12,1.7162585289467596
2020-03-12,Kentucky,21,11,0,2020-03-12,2.4621318525326275
2020-03-12,Louisiana,22,14,0,2020-03-12,3.0115337440204923
2020-03-12,Maine,23,1,0,2020-03-12,0.7439302729033813
2020-03-12,Maryland,24,13,0,2020-03-12,2.1502957483690834
2020-03-12,Massachusetts,25,108,0,2020-03-12,15.540679671625439
2020-03-12,Michigan,26,12,0,2020-03-12,1.201579235589335
2020-03-12,Indiana,18,12,0,2020-03-12,1.7824732083136334
2020-03-12,Minnesota,27,9,0,2020-03-12,1.5958488071562116
2020-03-13,Oklahoma,40,3,0,2020-03-13,0.7581556700819895
2020-03-13,Ohio,39,13,0,2020-03-13,1.1121472140712287
2020-03-13,North Dakota,38,1,0,2020-03-13,1.3122291887011817
2020-03-13,North Carolina,37,18,0,2020-03-13,1.7162333940117183
2020-03-13,New Hampshire,33,7,0,2020-03-13,5.148152806000687
2020-03-13,New Mexico,35,10,0,2020-03-13,4.769106112134084
2020-03-13,New Jersey,34,50,1,2020-03-13,5.629242337756792
2020-03-13,Nevada,32,19,0,2020-03-13,6.168518737362652
2020-03-13,Oregon,41,30,0,2020-03-13,7.1128190306792485
2020-03-13,New York,36,421,0,2020-03-13,21.64128202543483
2020-03-13,Pennsylvania,42,41,0,2020-03-13,3.2026273417357256
2020-03-13,Washington,53,511,37,2020-03-13,67.10534212365164
2020-03-13,Rhode Island,44,20,0,2020-03-13,18.879305543624884
2020-03-13,South Carolina,45,13,0,2020-03-13,2.524902334835456
2020-03-13,South Dakota,46,9,1,2020-03-13,10.173411450061549
2020-03-13,Tennessee,47,26,0,2020-03-13,3.804966769469064
2020-03-13,Texas,48,58,0,2020-03-13,2.0002841093188373
2020-03-13,Utah,49,7,0,2020-03-13,2.183434717485382
2020-03-13,Vermont,50,2,0,2020-03-13,3.20518470678169
2020-03-13,Virginia,51,30,0,2020-03-13,285.9484911451284
2020-03-13,Nebraska,31,27,0,2020-03-13,13.957758652776457
2020-03-13,Wisconsin,55,19,0,2020-03-13,3.2632400813817726
2020-03-13,Wyoming,56,2,0,2020-03-13,3.4556698038389033
2020-03-13,Puerto Rico,72,3,0,2020-03-13,0.9393511087787372
2020-03-13,Montana,30,4,0,2020-03-13,3.742592006946251
2020-03-13,Maine,23,2,0,2020-03-13,1.4878605458067626
2020-03-13,Mississippi,28,6,0,2020-03-13,2.016028095367537
2020-03-13,Alabama,1,6,0,2020-03-13,1.223694394561902
2020-03-13,Alaska,2,1,0,2020-03-13,1.366969906157516
2020-03-13,Arizona,4,9,0,2020-03-13,1.2364816491697643
2020-03-13,Arkansas,5,7,0,2020-03-13,2.3195513324993993
2020-03-13,California,6,320,5,2020-03-13,8.098759717973854
2020-03-13,Colorado,8,78,2,2020-03-13,13.54463896243898
2020-03-13,Missouri,29,4,0,2020-03-13,0.6517388065489322
2020-03-13,Delaware,10,4,0,2020-03-13,4.107771492887394
2020-03-13,District of Columbia,11,10,0,2020-03-13,14.169343491807995
2020-03-13,Florida,12,70,2,2020-03-13,3.2591888055990252
2020-03-13,Georgia,13,41,1,2020-03-13,3.86157733378429
2020-03-13,Connecticut,9,11,0,2020-03-13,3.0853056149476887
2020-03-13,Idaho,16,1,0,2020-03-13,0.5580154737690876
2020-03-13,Illinois,17,46,0,2020-03-13,3.6301017825299144
2020-03-13,Indiana,18,12,0,2020-03-13,1.7824732083136334
2020-03-13,Iowa,19,17,0,2020-03-13,5.388153036224236
2020-03-13,Kansas,20,6,1,2020-03-13,2.0595102347361114
2020-03-13,Kentucky,21,11,0,2020-03-13,2.4621318525326275
2020-03-13,Louisiana,22,36,0,2020-03-13,7.743943913195552
2020-03-13,Maryland,24,18,0,2020-03-13,2.9773325746648847
2020-03-13,Massachusetts,25,123,0,2020-03-13,17.699107403795637
2020-03-13,Michigan,26,25,0,2020-03-13,2.5032900741444477
2020-03-13,Minnesota,27,14,0,2020-03-13,2.4824314777985514
2020-03-13,Hawaii,15,2,0,2020-03-13,1.4125570673055192
2020-03-14,Oregon,41,36,1,2020-03-14,8.5353828368151
2020-03-14,Oklahoma,40,4,0,2020-03-14,1.010874226775986
2020-03-14,Ohio,39,26,0,2020-03-14,2.2242944281424575
2020-03-14,North Dakota,38,1,0,2020-03-14,1.3122291887011817
2020-03-14,Pennsylvania,42,47,0,2020-03-14,3.6713045136970512
2020-03-14,New Hampshire,33,7,0,2020-03-14,5.148152806000687
2020-03-14,New York,36,610,2,2020-03-14,31.35672692521436
2020-03-14,New Mexico,35,13,0,2020-03-14,6.199837945774309
2020-03-14,New Jersey,34,75,2,2020-03-14,8.443863506635187
2020-03-14,North Carolina,37,25,0,2020-03-14,2.3836574916829423
2020-03-14,Puerto Rico,72,4,0,2020-03-14,1.2524681450383162
2020-03-14,Maine,23,3,0,2020-03-14,2.231790818710144
2020-03-14,South Carolina,45,19,0,2020-03-14,3.690241873990282
2020-03-14,South Dakota,46,9,1,2020-03-14,10.173411450061549
2020-03-14,Tennessee,47,32,0,2020-03-14,4.683036023961924
2020-03-14,Texas,48,69,0,2020-03-14,2.379648336948272
2020-03-14,Utah,49,21,0,2020-03-14,6.550304152456146
2020-03-14,Vermont,50,5,0,2020-03-14,8.012961766954225
2020-03-14,Virgin Islands,78,1,0,2020-03-14,9.53161637150428
2020-03-14,Virginia,51,42,1,2020-03-14,400.32788760317976
2020-03-14,Washington,53,609,40,2020-03-14,79.97485979120127
2020-03-14,Wisconsin,55,27,0,2020-03-14,4.637235905121466
2020-03-14,Wyoming,56,3,0,2020-03-14,5.183504705758355
2020-03-14,Nevada,32,21,0,2020-03-14,6.8178364991903
2020-03-14,Rhode Island,44,20,0,2020-03-14,18.879305543624884
2020-03-14,Nebraska,31,29,0,2020-03-14,14.991666701130269
2020-03-14,Hawaii,15,4,0,2020-03-14,2.8251141346110384
2020-03-14,Missouri,29,5,0,2020-03-14,0.8146735081861652
2020-03-14,Alabama,1,12,0,2020-03-14,2.447388789123804
2020-03-14,Alaska,2,1,0,2020-03-14,1.366969906157516
2020-03-14,Arizona,4,12,0,2020-03-14,1.648642198893019
2020-03-14,Arkansas,5,9,0,2020-03-14,2.982280284642085
2020-03-14,California,6,381,5,2020-03-14,9.64258578921262
2020-03-14,Colorado,8,103,2,2020-03-14,17.88586939911814
2020-03-14,Delaware,10,4,0,2020-03-14,4.107771492887394
2020-03-14,District of Columbia,11,16,0,2020-03-14,22.670949586892792
2020-03-14,Florida,12,70,3,2020-03-14,3.2591888055990252
2020-03-14,Georgia,13,65,1,2020-03-14,6.122012846243386
2020-03-14,Montana,30,6,0,2020-03-14,5.613888010419376
2020-03-14,Connecticut,9,20,0,2020-03-14,5.609646572632161
2020-03-14,Illinois,17,66,0,2020-03-14,5.208406905369007
2020-03-14,Idaho,16,5,0,2020-03-14,2.790077368845438
2020-03-14,Minnesota,27,21,0,2020-03-14,3.7236472166978274
2020-03-14,Michigan,26,33,0,2020-03-14,3.3043428978706713
2020-03-14,Massachusetts,25,138,0,2020-03-14,19.85753513596584
2020-03-14,Maryland,24,27,0,2020-03-14,4.465998861997327
2020-03-14,Mississippi,28,6,0,2020-03-14,2.016028095367537
2020-03-14,Kentucky,21,18,0,2020-03-14,4.028943031417026
2020-03-14,Kansas,20,8,1,2020-03-14,2.746013646314815
2020-03-14,Iowa,19,18,0,2020-03-14,5.7051032148256615
2020-03-14,Indiana,18,15,0,2020-03-14,2.2280915103920416
2020-03-14,Louisiana,22,77,1,2020-03-14,16.563435592112707
2020-03-15,Pennsylvania,42,68,0,2020-03-15,5.3116746155616905
2020-03-15,Oregon,41,39,1,2020-03-15,9.246664739883023
2020-03-15,Oklahoma,40,8,0,2020-03-15,2.021748453551972
2020-03-15,Ohio,39,37,0,2020-03-15,3.1653420708181126
2020-03-15,North Dakota,38,1,0,2020-03-15,1.3122291887011817
2020-03-15,New Mexico,35,17,0,2020-03-15,8.107480390627943
2020-03-15,New York,36,732,6,2020-03-15,37.62807231025723
2020-03-15,New Jersey,34,98,2,2020-03-15,11.033314982003313
2020-03-15,New Hampshire,33,13,0,2020-03-15,9.560855211144133
2020-03-15,Nevada,32,26,0,2020-03-15,8.44113090375942
2020-03-15,North Carolina,37,32,0,2020-03-15,3.051081589354166
2020-03-15,Puerto Rico,72,5,0,2020-03-15,1.5655851812978954
2020-03-15,Wyoming,56,3,0,2020-03-15,5.183504705758355
2020-03-15,South Carolina,45,28,0,2020-03-15,5.438251182722521
2020-03-15,South Dakota,46,9,1,2020-03-15,10.173411450061549
2020-03-15,Tennessee,47,39,0,2020-03-15,5.707450154203596
2020-03-15,Texas,48,80,0,2020-03-15,2.7590125645777066
2020-03-15,Utah,49,29,0,2020-03-15,9.045658115296582
2020-03-15,Vermont,50,8,0,2020-03-15,12.82073882712676
2020-03-15,Virgin Islands,78,1,0,2020-03-15,9.53161637150428
2020-03-15,Virginia,51,45,1,2020-03-15,428.9227367176926
2020-03-15,Washington,53,675,42,2020-03-15,88.64208597546939
2020-03-15,Wisconsin,55,33,0,2020-03-15,5.667732772926237
2020-03-15,Nebraska,31,31,0,2020-03-15,16.02557474948408
2020-03-15,Rhode Island,44,20,0,2020-03-15,18.879305543624884
2020-03-15,Montana,30,6,0,2020-03-15,5.613888010419376
2020-03-15,Missouri,29,5,0,2020-03-15,0.8146735081861652
2020-03-15,Mississippi,28,10,0,2020-03-15,3.360046825612562
2020-03-15,Alaska,2,1,0,2020-03-15,1.366969906157516
2020-03-15,Arizona,4,13,0,2020-03-15,1.7860290488007706
2020-03-15,Arkansas,5,16,0,2020-03-15,5.301831617141484
2020-03-15,California,6,478,6,2020-03-15,12.097522328723445
2020-03-15,Colorado,8,136,2,2020-03-15,23.61629357553463
2020-03-15,Connecticut,9,26,0,2020-03-15,7.29254054442181
2020-03-15,Delaware,10,7,0,2020-03-15,7.1886001125529395
2020-03-15,District of Columbia,11,17,0,2020-03-15,24.08788393607359
2020-03-15,Florida,12,109,3,2020-03-15,5.075022568718483
2020-03-15,Georgia,13,97,1,2020-03-15,9.135926862855515
2020-03-15,Guam,66,3,0,2020-03-15,18.103042518012526
2020-03-15,Hawaii,15,7,0,2020-03-15,4.9439497355693165
2020-03-15,Alabama,1,23,0,2020-03-15,4.6908285124872915
2020-03-15,Illinois,17,94,0,2020-03-15,7.418034077343738
2020-03-15,Indiana,18,19,0,2020-03-15,2.822249246496586
2020-03-15,Iowa,19,22,0,2020-03-15,6.972903929231364
2020-03-15,Kansas,20,9,1,2020-03-15,3.0892653521041673
2020-03-15,Kentucky,21,21,0,2020-03-15,4.700433536653198
2020-03-15,Louisiana,22,103,2,2020-03-15,22.15628397386505
2020-03-15,Maine,23,12,0,2020-03-15,8.927163274840575
2020-03-15,Maryland,24,32,0,2020-03-15,5.293035688293128
2020-03-15,Massachusetts,25,164,0,2020-03-15,23.598809871727518
2020-03-15,Michigan,26,53,0,2020-03-15,5.306974957186229
2020-03-15,Minnesota,27,35,0,2020-03-15,6.206078694496378
2020-03-15,Idaho,16,5,0,2020-03-15,2.790077368845438
2020-03-16,Oklahoma,40,10,0,2020-03-16,2.527185566939965
2020-03-16,Ohio,39,50,0,2020-03-16,4.2774892848893415
2020-03-16,North Dakota,38,1,0,2020-03-16,1.3122291887011817
2020-03-16,North Carolina,37,34,0,2020-03-16,3.2417741886888014
2020-03-16,Nevada,32,45,1,2020-03-16,14.609649641122072
2020-03-16,New Mexico,35,21,0,2020-03-16,10.015122835481577
2020-03-16,Wyoming,56,10,0,2020-03-16,17.27834901919452
2020-03-16,New Jersey,34,176,3,2020-03-16,19.81493302890391
2020-03-16,New Hampshire,33,17,0,2020-03-16,12.502656814573097
2020-03-16,Oregon,41,46,1,2020-03-16,10.906322513708181
2020-03-16,New York,36,950,10,2020-03-16,48.834246850743675
2020-03-16,Pennsylvania,42,81,0,2020-03-16,6.3271418214778965
2020-03-16,Texas,48,87,1,2020-03-16,3.000426163978256
2020-03-16,Rhode Island,44,21,0,2020-03-16,19.823270820806126
2020-03-16,South Carolina,45,33,1,2020-03-16,6.409367465351542
2020-03-16,South Dakota,46,10,1,2020-03-16,11.303790500068388
2020-03-16,Tennessee,47,52,0,2020-03-16,7.609933538938128
2020-03-16,Utah,49,40,0,2020-03-16,12.476769814202182
2020-03-16,Vermont,50,12,0,2020-03-16,19.23110824069014
2020-03-16,Virgin Islands,78,2,0,2020-03-16,19.06323274300856
2020-03-16,Virginia,51,51,1,2020-03-16,486.1124349467183
2020-03-16,Washington,53,794,48,2020-03-16,104.2693574289225
2020-03-16,Wisconsin,55,47,0,2020-03-16,8.0722254644707
2020-03-16,Nebraska,31,33,0,2020-03-16,17.05948279783789
2020-03-16,Puerto Rico,72,5,0,2020-03-16,1.5655851812978954
2020-03-16,Montana,30,8,0,2020-03-16,7.485184013892502
2020-03-16,Maine,23,17,0,2020-03-16,12.646814639357483
2020-03-16,Mississippi,28,12,0,2020-03-16,4.032056190735074
2020-03-16,Missouri,29,9,0,2020-03-16,1.4664123147350976
2020-03-16,Alabama,1,29,0,2020-03-16,5.914522907049194
2020-03-16,Alaska,2,3,0,2020-03-16,4.100909718472548
2020-03-16,Arizona,4,18,0,2020-03-16,2.4729632983395287
2020-03-16,Arkansas,5,22,0,2020-03-16,7.290018473569541
2020-03-16,California,6,588,11,2020-03-16,14.881470981776955
2020-03-16,Colorado,8,161,2,2020-03-16,27.957524012213792
2020-03-16,Delaware,10,8,0,2020-03-16,8.215542985774787
2020-03-16,District of Columbia,11,22,0,2020-03-16,31.172555681977588
2020-03-16,Florida,12,141,4,2020-03-16,6.564937451278037
2020-03-16,Georgia,13,118,1,2020-03-16,11.113807936257224
2020-03-16,Guam,66,3,0,2020-03-16,18.103042518012526
2020-03-16,Connecticut,9,41,0,2020-03-16,11.49977547389593
2020-03-16,Idaho,16,5,0,2020-03-16,2.790077368845438
2020-03-16,Hawaii,15,10,0,2020-03-16,7.062785336527596
2020-03-16,Michigan,26,54,0,2020-03-16,5.407106560152007
2020-03-16,Massachusetts,25,197,0,2020-03-16,28.347350882501956
2020-03-16,Louisiana,22,137,3,2020-03-16,29.470008780771963
2020-03-16,Kentucky,21,22,1,2020-03-16,4.924263705065255
2020-03-16,Maryland,24,39,0,2020-03-16,6.45088724510725
2020-03-16,Iowa,19,22,0,2020-03-16,6.972903929231364
2020-03-16,Indiana,18,24,1,2020-03-16,3.564946416627267
2020-03-16,Illinois,17,104,0,2020-03-16,8.207186638763284
2020-03-16,Kansas,20,11,1,2020-03-16,3.775768763682871
2020-03-16,Minnesota,27,54,0,2020-03-16,9.57509284293727
2020-03-17,Oregon,41,66,2,2020-03-17,15.648201867494347
2020-03-17,North Carolina,37,42,0,2020-03-17,4.004544586027343
2020-03-17,Oklahoma,40,18,0,2020-03-17,4.548934020491937
2020-03-17,Ohio,39,67,0,2020-03-17,5.731835641751718
2020-03-17,North Dakota,38,5,0,2020-03-17,6.561145943505909
2020-03-17,Nevada,32,55,1,2020-03-17,17.85623845026031
2020-03-17,New Mexico,35,23,0,2020-03-17,10.968944057908393
2020-03-17,New Jersey,34,268,3,2020-03-17,30.172738930376408
2020-03-17,New Hampshire,33,26,0,2020-03-17,19.121710422288267
2020-03-17,Pennsylvania,42,101,0,2020-03-17,7.889399061348982
2020-03-17,New York,36,1374,17,2020-03-17,70.62974228728612
2020-03-17,Puerto Rico,72,5,0,2020-03-17,1.5655851812978954
2020-03-17,Wisconsin,55,72,0,2020-03-17,12.365962413657243
2020-03-17,South Carolina,45,47,1,2020-03-17,9.128493056712802
2020-03-17,South Dakota,46,11,1,2020-03-17,12.434169550075227
2020-03-17,Tennessee,47,73,0,2020-03-17,10.683175929663141
2020-03-17,Texas,48,106,1,2020-03-17,3.6556916480654613
2020-03-17,Utah,49,51,0,2020-03-17,15.907881513107784
2020-03-17,Vermont,50,14,0,2020-03-17,22.43629294747183
2020-03-17,Virgin Islands,78,2,0,2020-03-17,19.06323274300856
2020-03-17,Virginia,51,67,2,2020-03-17,638.6182968907867
2020-03-17,Washington,53,908,54,2020-03-17,119.24002083811288
2020-03-17,West Virginia,54,1,0,2020-03-17,9.53161637150428
2020-03-17,Nebraska,31,36,0,2020-03-17,18.61034487036861
2020-03-17,Wyoming,56,15,0,2020-03-17,25.917523528791776
2020-03-17,Rhode Island,44,23,0,2020-03-17,21.711201375168617
2020-03-17,Montana,30,8,0,2020-03-17,7.485184013892502
